origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Galle,Matara,Galle_Matara_A,A,64,59,medium,68,12.186,Normal,Atto 3,monsoon,0
Galle,Matara,Galle_Matara_B,B,53,62,low,51,12.526,Aggressive,ZS EV,cloudy,0
Galle,Matara,Galle_Matara_C,C,53,50,medium,66,8.188,Normal,Model 3,light_rain,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_A,A,56,50,low,67,9.229,Normal,Leaf,light_rain,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_B,B,60,27,medium,140,12.636,Aggressive,Model 3,heavy_rain,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_C,C,66,60,high,79,15.444,Aggressive,ZS EV,sunny,0
Colombo,Galle,Colombo_Galle_A,A,80,54,low,88,11.866,Eco,Leaf,light_rain,1
Colombo,Galle,Colombo_Galle_B,B,76,58,medium,82,13.619,Normal,Leaf,monsoon,0
Colombo,Galle,Colombo_Galle_C,C,72,44,medium,103,13.219,Normal,Atto 3,heavy_rain,0
Matara,Kandy,Matara_Kandy_A,A,25,60,medium,26,5.265,Aggressive,Model 3,heavy_rain,0
Matara,Kandy,Matara_Kandy_B,B,30,56,low,32,4.05,Eco,Model 3,sunny,0
Matara,Kandy,Matara_Kandy_C,C,24,50,medium,30,3.888,Normal,Model 3,heavy_rain,1
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_A,A,66,51,low,77,10.56,Normal,Leaf,sunny,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_B,B,62,49,high,91,10.416,Normal,Model 3,monsoon,1
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_C,C,74,54,medium,86,12.228,Eco,Atto 3,heavy_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,122,56,medium,137,21.082,Normal,Leaf,heavy_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,117,53,low,132,15.795,Eco,Model 3,sunny,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,104,61,high,122,23.674,Aggressive,Atto 3,light_rain,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_A,A,111,26,low,256,20.579,Normal,ZS EV,light_rain,1
Batticaloa,Ratnapura,Batticaloa_Ratnapura_B,B,124,37,high,241,24.106,Normal,ZS EV,heavy_rain,0
Batticaloa,Ratnapura,Batticaloa_Ratnapura_C,C,112,31,high,260,26.994,Aggressive,ZS EV,light_rain,0
Galle,Colombo,Galle_Colombo_A,A,65,57,high,82,11.232,Normal,Leaf,heavy_rain,0
Galle,Colombo,Galle_Colombo_B,B,72,40,low,108,13.09,Normal,ZS EV,cloudy,0
Galle,Colombo,Galle_Colombo_C,C,58,44,medium,83,9.584,Eco,Atto 3,heavy_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_A,A,37,38,high,70,6.66,Normal,ZS EV,sunny,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,34,52,medium,41,4.957,Eco,Model 3,heavy_rain,0
Colombo,Kurunegala,Colombo_Kurunegala_C,C,28,71,high,28,3.818,Eco,Model 3,cloudy,1
Ratnapura,Galle,Ratnapura_Galle_A,A,81,61,low,79,12.517,Eco,Atto 3,cloudy,1
Ratnapura,Galle,Ratnapura_Galle_B,B,71,51,medium,87,12.723,Normal,Leaf,monsoon,0
Ratnapura,Galle,Ratnapura_Galle_C,C,76,38,low,120,12.525,Normal,Leaf,light_rain,0
Galle,Kandy,Galle_Kandy_A,A,66,47,medium,88,10.197,Normal,Model 3,light_rain,0
Galle,Kandy,Galle_Kandy_B,B,77,45,high,123,12.443,Normal,Leaf,cloudy,0
Galle,Kandy,Galle_Kandy_C,C,55,51,high,77,9.35,Normal,Atto 3,sunny,1
Galle,Anuradhapura,Galle_Anuradhapura_A,A,76,38,low,120,11.744,Eco,Atto 3,cloudy,1
Galle,Anuradhapura,Galle_Anuradhapura_B,B,85,43,high,142,13.709,Eco,Leaf,monsoon,0
Galle,Anuradhapura,Galle_Anuradhapura_C,C,79,60,high,94,14.647,Normal,ZS EV,light_rain,0
Matara,Kurunegala,Matara_Kurunegala_A,A,39,50,low,46,7.426,Normal,Atto 3,monsoon,1
Matara,Kurunegala,Matara_Kurunegala_B,B,52,52,low,60,10.816,Aggressive,Leaf,sunny,0
Matara,Kurunegala,Matara_Kurunegala_C,C,45,40,low,67,10.741,Aggressive,Atto 3,heavy_rain,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,75,40,low,112,12.6,Normal,Model 3,monsoon,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,85,67,low,76,19.802,Aggressive,Leaf,monsoon,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,73,44,high,119,12.03,Normal,Leaf,light_rain,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_A,A,69,29,medium,149,12.42,Normal,ZS EV,sunny,0
Trincomalee,Kurunegala,Trincomalee_Kurunegala_B,B,64,52,low,73,11.059,Normal,Leaf,heavy_rain,1
Trincomalee,Kurunegala,Trincomalee_Kurunegala_C,C,77,48,medium,101,11.55,Normal,Model 3,sunny,0
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,19,63,medium,19,3.447,Eco,ZS EV,monsoon,1
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,21,38,medium,34,3.893,Normal,ZS EV,light_rain,0
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,25,48,medium,32,3.863,Normal,Model 3,light_rain,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_A,A,88,41,low,128,14.684,Eco,ZS EV,light_rain,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_B,B,86,45,high,137,13.932,Normal,Model 3,heavy_rain,1
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_C,C,86,41,medium,132,15.79,Normal,Atto 3,heavy_rain,0
Jaffna,Matara,Jaffna_Matara_A,A,30,78,high,27,6.048,Normal,ZS EV,monsoon,0
Jaffna,Matara,Jaffna_Matara_B,B,26,68,high,27,4.68,Normal,ZS EV,sunny,1
Jaffna,Matara,Jaffna_Matara_C,C,29,43,high,48,6.092,Aggressive,Leaf,cloudy,0
Galle,Colombo,Galle_Colombo_A,A,42,48,high,63,8.165,Normal,ZS EV,heavy_rain,0
Galle,Colombo,Galle_Colombo_B,B,31,39,high,57,5.692,Normal,Atto 3,heavy_rain,0
Galle,Colombo,Galle_Colombo_C,C,36,50,medium,45,5.599,Eco,Leaf,heavy_rain,1
Batticaloa,Jaffna,Batticaloa_Jaffna_A,A,45,53,medium,53,7.29,Eco,ZS EV,sunny,0
Batticaloa,Jaffna,Batticaloa_Jaffna_B,B,42,52,medium,50,6.804,Normal,Model 3,heavy_rain,1
Batticaloa,Jaffna,Batticaloa_Jaffna_C,C,45,47,medium,60,6.75,Normal,Model 3,sunny,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_A,A,65,42,medium,97,11.161,Normal,Atto 3,cloudy,1
Ratnapura,Kurunegala,Ratnapura_Kurunegala_B,B,84,54,medium,98,12.981,Eco,Atto 3,cloudy,0
Ratnapura,Kurunegala,Ratnapura_Kurunegala_C,C,76,55,low,82,15.322,Normal,ZS EV,monsoon,0
Batticaloa,Matara,Batticaloa_Matara_A,A,79,42,high,135,14.504,Normal,Atto 3,heavy_rain,1
Batticaloa,Matara,Batticaloa_Matara_B,B,108,35,low,185,18.911,Normal,Atto 3,light_rain,0
Batticaloa,Matara,Batticaloa_Matara_C,C,95,65,high,105,15.39,Normal,Model 3,heavy_rain,0
Kurunegala,Colombo,Kurunegala_Colombo_A,A,77,34,medium,142,14.969,Normal,ZS EV,heavy_rain,0
Kurunegala,Colombo,Kurunegala_Colombo_B,B,81,52,high,112,14.726,Normal,ZS EV,cloudy,0
Kurunegala,Colombo,Kurunegala_Colombo_C,C,80,64,medium,78,12.36,Normal,Model 3,light_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_A,A,45,46,medium,61,7.29,Normal,Model 3,heavy_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,43,50,medium,54,6.88,Normal,Leaf,sunny,1
Kandy,Kurunegala,Kandy_Kurunegala_C,C,45,35,medium,81,8.343,Normal,ZS EV,light_rain,0
Galle,Colombo,Galle_Colombo_A,A,79,35,medium,142,13.822,Eco,ZS EV,heavy_rain,0
Galle,Colombo,Galle_Colombo_B,B,59,37,medium,100,11.894,Normal,ZS EV,monsoon,0
Galle,Colombo,Galle_Colombo_C,C,62,32,medium,122,10.245,Eco,Atto 3,heavy_rain,1
Batticaloa,Matara,Batticaloa_Matara_A,A,29,42,high,49,4.301,Eco,Leaf,light_rain,0
Batticaloa,Matara,Batticaloa_Matara_B,B,26,56,medium,29,3.9,Normal,Model 3,sunny,1
Batticaloa,Matara,Batticaloa_Matara_C,C,28,58,high,34,4.48,Normal,Leaf,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,30,60,low,30,5.1,Normal,Atto 3,sunny,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,35,61,high,41,5.6,Normal,Leaf,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,37,48,high,55,6.793,Normal,Atto 3,heavy_rain,0
Jaffna,Anuradhapura,Jaffna_Anuradhapura_A,A,83,56,low,88,13.678,Normal,Leaf,light_rain,0
Jaffna,Anuradhapura,Jaffna_Anuradhapura_B,B,62,49,high,91,11.805,Normal,Atto 3,monsoon,1
Jaffna,Anuradhapura,Jaffna_Anuradhapura_C,C,81,42,high,138,14.872,Normal,Atto 3,heavy_rain,0
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,123,41,low,180,21.254,Normal,Leaf,heavy_rain,0
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,128,23,medium,350,24.883,Normal,ZS EV,heavy_rain,0
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,101,42,high,173,14.544,Eco,Leaf,sunny,1
Colombo,Anuradhapura,Colombo_Anuradhapura_A,A,96,57,low,101,16.128,Normal,Model 3,monsoon,1
Colombo,Anuradhapura,Colombo_Anuradhapura_B,B,106,61,high,125,19.271,Normal,ZS EV,cloudy,0
Colombo,Anuradhapura,Colombo_Anuradhapura_C,C,103,57,medium,113,17.304,Normal,Model 3,monsoon,0
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,59,38,low,93,10.832,Normal,Atto 3,heavy_rain,1
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,67,59,high,81,11.504,Normal,Atto 3,cloudy,0
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,71,51,low,83,15.506,Aggressive,Model 3,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,109,67,high,117,19.62,Normal,ZS EV,sunny,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,133,56,low,142,24.419,Normal,Atto 3,heavy_rain,0
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,119,55,low,129,16.226,Eco,Model 3,cloudy,1
Galle,Ratnapura,Galle_Ratnapura_A,A,82,37,high,159,13.94,Normal,Atto 3,sunny,1
Galle,Ratnapura,Galle_Ratnapura_B,B,100,42,high,171,17.92,Normal,Leaf,monsoon,0
Galle,Ratnapura,Galle_Ratnapura_C,C,117,47,medium,156,19.523,Eco,ZS EV,light_rain,0
Batticaloa,Kandy,Batticaloa_Kandy_A,A,28,23,low,73,4.808,Normal,Atto 3,cloudy,1
Batticaloa,Kandy,Batticaloa_Kandy_B,B,30,31,high,69,7.862,Aggressive,ZS EV,monsoon,0
Batticaloa,Kandy,Batticaloa_Kandy_C,C,28,33,high,61,5.515,Aggressive,Model 3,cloudy,0
Jaffna,Matara,Jaffna_Matara_A,A,19,30,medium,39,4.426,Aggressive,Leaf,monsoon,0
Jaffna,Matara,Jaffna_Matara_B,B,23,46,high,36,3.974,Normal,Leaf,heavy_rain,1
Jaffna,Matara,Jaffna_Matara_C,C,23,38,high,43,4.637,Normal,ZS EV,monsoon,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,97,49,high,142,15.714,Normal,Model 3,heavy_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,75,49,high,110,12.12,Normal,Leaf,cloudy,1
Anuradhapura,Galle,Anuradhapura_Galle_C,C,76,32,medium,149,11.977,Eco,Atto 3,light_rain,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_A,A,43,51,high,60,8.187,Normal,Atto 3,monsoon,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_B,B,55,36,high,109,8.415,Eco,Atto 3,sunny,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_C,C,52,55,high,68,10.14,Aggressive,Model 3,sunny,0
Matara,Kurunegala,Matara_Kurunegala_A,A,104,47,medium,139,19.802,Normal,Atto 3,monsoon,0
Matara,Kurunegala,Matara_Kurunegala_B,B,98,50,low,117,17.993,Normal,Atto 3,heavy_rain,0
Matara,Kurunegala,Matara_Kurunegala_C,C,102,42,medium,152,16.32,Normal,Leaf,sunny,1
Matara,Kurunegala,Matara_Kurunegala_A,A,48,55,low,52,7.344,Eco,Atto 3,sunny,0
Matara,Kurunegala,Matara_Kurunegala_B,B,56,41,low,81,10.92,Aggressive,Model 3,sunny,0
Matara,Kurunegala,Matara_Kurunegala_C,C,48,65,high,53,7.272,Normal,Model 3,cloudy,1
Ratnapura,Trincomalee,Ratnapura_Trincomalee_A,A,96,59,high,117,21.216,Aggressive,Atto 3,sunny,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_B,B,88,42,low,125,18.533,Aggressive,Model 3,heavy_rain,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_C,C,97,43,low,135,14.387,Eco,Leaf,light_rain,1
Matara,Galle,Matara_Galle_A,A,99,34,low,174,19.498,Aggressive,Model 3,cloudy,0
Matara,Galle,Matara_Galle_B,B,72,58,medium,78,12.96,Normal,ZS EV,sunny,1
Matara,Galle,Matara_Galle_C,C,89,37,low,144,13.483,Normal,Model 3,cloudy,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_A,A,81,60,low,81,14.183,Normal,Atto 3,light_rain,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_B,B,86,44,low,117,16.938,Aggressive,Model 3,cloudy,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_C,C,65,56,low,69,9.75,Normal,Model 3,sunny,1
Colombo,Ratnapura,Colombo_Ratnapura_A,A,91,47,high,139,13.65,Normal,Model 3,sunny,1
Colombo,Ratnapura,Colombo_Ratnapura_B,B,79,63,high,90,19.965,Aggressive,ZS EV,heavy_rain,0
Colombo,Ratnapura,Colombo_Ratnapura_C,C,76,37,high,147,14.47,Normal,Atto 3,monsoon,0
Colombo,Kurunegala,Colombo_Kurunegala_A,A,126,40,low,189,18.325,Eco,Leaf,cloudy,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,97,50,medium,122,16.622,Eco,Atto 3,monsoon,1
Colombo,Kurunegala,Colombo_Kurunegala_C,C,116,30,medium,243,20.295,Eco,ZS EV,heavy_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,58,50,medium,73,12.215,Aggressive,Model 3,heavy_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,64,58,high,79,9.216,Eco,Leaf,sunny,1
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,53,45,low,70,10.685,Normal,ZS EV,monsoon,0
Trincomalee,Matara,Trincomalee_Matara_A,A,49,45,high,78,8.908,Normal,ZS EV,cloudy,0
Trincomalee,Matara,Trincomalee_Matara_B,B,49,40,medium,77,8.573,Eco,ZS EV,heavy_rain,1
Trincomalee,Matara,Trincomalee_Matara_C,C,52,59,low,52,13.141,Aggressive,ZS EV,heavy_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,62,59,low,63,9.92,Normal,Leaf,sunny,1
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,75,44,low,102,12.96,Normal,Leaf,heavy_rain,0
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,72,31,medium,146,15.725,Aggressive,Model 3,monsoon,0
Matara,Jaffna,Matara_Jaffna_A,A,19,37,low,30,3.705,Aggressive,Model 3,sunny,1
Matara,Jaffna,Matara_Jaffna_B,B,23,41,low,33,4.379,Normal,Atto 3,monsoon,0
Matara,Jaffna,Matara_Jaffna_C,C,21,38,low,33,4.136,Aggressive,Model 3,cloudy,0
Kandy,Batticaloa,Kandy_Batticaloa_A,A,120,31,low,232,19.2,Normal,Leaf,sunny,0
Kandy,Batticaloa,Kandy_Batticaloa_B,B,119,57,low,125,18.753,Eco,Atto 3,light_rain,1
Kandy,Batticaloa,Kandy_Batticaloa_C,C,126,61,medium,130,18.9,Normal,Model 3,sunny,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,91,39,high,168,16.871,Normal,ZS EV,light_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,92,30,high,220,16.109,Normal,Atto 3,light_rain,1
Anuradhapura,Galle,Anuradhapura_Galle_C,C,107,48,low,133,18.19,Normal,Atto 3,sunny,0
Jaffna,Ratnapura,Jaffna_Ratnapura_A,A,115,42,medium,172,23.184,Normal,ZS EV,monsoon,0
Jaffna,Ratnapura,Jaffna_Ratnapura_B,B,101,48,low,126,19.634,Normal,ZS EV,heavy_rain,1
Jaffna,Ratnapura,Jaffna_Ratnapura_C,C,128,31,high,297,20.736,Normal,Model 3,heavy_rain,0
Galle,Batticaloa,Galle_Batticaloa_A,A,86,41,medium,132,16.718,Normal,ZS EV,heavy_rain,0
Galle,Batticaloa,Galle_Batticaloa_B,B,95,39,medium,153,16.15,Normal,Atto 3,sunny,0
Galle,Batticaloa,Galle_Batticaloa_C,C,80,31,high,185,13.824,Normal,Leaf,heavy_rain,1
Anuradhapura,Jaffna,Anuradhapura_Jaffna_A,A,136,41,high,238,27.316,Aggressive,Model 3,light_rain,0
Anuradhapura,Jaffna,Anuradhapura_Jaffna_B,B,107,36,high,214,15.601,Eco,Model 3,heavy_rain,1
Anuradhapura,Jaffna,Anuradhapura_Jaffna_C,C,128,30,medium,268,30.851,Aggressive,ZS EV,light_rain,0
Batticaloa,Trincomalee,Batticaloa_Trincomalee_A,A,47,58,low,48,7.407,Eco,Atto 3,light_rain,1
Batticaloa,Trincomalee,Batticaloa_Trincomalee_B,B,62,32,medium,122,8.37,Eco,Model 3,sunny,0
Batticaloa,Trincomalee,Batticaloa_Trincomalee_C,C,52,30,medium,109,12.533,Aggressive,ZS EV,light_rain,0
Trincomalee,Kandy,Trincomalee_Kandy_A,A,61,41,high,107,11.858,Normal,ZS EV,heavy_rain,0
Trincomalee,Kandy,Trincomalee_Kandy_B,B,76,43,low,106,18.318,Aggressive,ZS EV,light_rain,0
Trincomalee,Kandy,Trincomalee_Kandy_C,C,54,65,high,59,10.886,Normal,ZS EV,monsoon,1
Kandy,Matara,Kandy_Matara_A,A,39,54,high,52,5.423,Eco,Model 3,light_rain,1
Kandy,Matara,Kandy_Matara_B,B,52,45,low,69,8.911,Eco,Atto 3,monsoon,0
Kandy,Matara,Kandy_Matara_C,C,43,53,low,48,10.017,Aggressive,Leaf,monsoon,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,83,67,high,89,14.11,Normal,Atto 3,sunny,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,67,48,medium,87,14.075,Aggressive,Leaf,cloudy,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,80,73,medium,69,20.218,Aggressive,ZS EV,heavy_rain,0
Anuradhapura,Matara,Anuradhapura_Matara_A,A,106,20,medium,333,18.561,Normal,Atto 3,light_rain,0
Anuradhapura,Matara,Anuradhapura_Matara_B,B,78,53,medium,92,14.04,Normal,ZS EV,sunny,1
Anuradhapura,Matara,Anuradhapura_Matara_C,C,105,58,medium,114,17.993,Eco,Atto 3,monsoon,0
Galle,Matara,Galle_Matara_A,A,65,40,low,97,9.848,Normal,Model 3,cloudy,0
Galle,Matara,Galle_Matara_B,B,70,38,high,132,10.382,Eco,Leaf,light_rain,0
Galle,Matara,Galle_Matara_C,C,53,55,medium,60,7.727,Eco,Model 3,heavy_rain,1
Matara,Batticaloa,Matara_Batticaloa_A,A,44,61,medium,45,7.704,Normal,Atto 3,light_rain,0
Matara,Batticaloa,Matara_Batticaloa_B,B,37,52,medium,44,6.66,Normal,ZS EV,sunny,1
Matara,Batticaloa,Matara_Batticaloa_C,C,42,36,medium,73,7.056,Normal,Model 3,monsoon,0
Anuradhapura,Kandy,Anuradhapura_Kandy_A,A,89,43,high,149,17.942,Normal,ZS EV,monsoon,1
Anuradhapura,Kandy,Anuradhapura_Kandy_B,B,86,41,high,151,20.526,Aggressive,Atto 3,heavy_rain,0
Anuradhapura,Kandy,Anuradhapura_Kandy_C,C,108,45,low,144,21.773,Normal,ZS EV,monsoon,0
Matara,Batticaloa,Matara_Batticaloa_A,A,59,49,low,72,10.726,Normal,ZS EV,cloudy,0
Matara,Batticaloa,Matara_Batticaloa_B,B,61,26,medium,147,9.858,Normal,Leaf,cloudy,1
Matara,Batticaloa,Matara_Batticaloa_C,C,62,39,high,114,10.245,Eco,Atto 3,heavy_rain,0
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,86,45,low,114,16.718,Normal,ZS EV,heavy_rain,0
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,71,51,high,100,15.691,Aggressive,Atto 3,sunny,0
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,72,30,low,144,11.346,Eco,Atto 3,light_rain,1
Kurunegala,Kandy,Kurunegala_Kandy_A,A,107,43,high,179,24.356,Aggressive,Atto 3,light_rain,0
Kurunegala,Kandy,Kurunegala_Kandy_B,B,102,49,high,149,16.854,Eco,Atto 3,heavy_rain,1
Kurunegala,Kandy,Kurunegala_Kandy_C,C,122,63,medium,122,21.862,Normal,Leaf,monsoon,0
Anuradhapura,Kandy,Anuradhapura_Kandy_A,A,24,48,medium,31,3.84,Normal,Leaf,sunny,1
Anuradhapura,Kandy,Anuradhapura_Kandy_B,B,23,36,medium,40,5.134,Aggressive,Atto 3,cloudy,0
Anuradhapura,Kandy,Anuradhapura_Kandy_C,C,24,60,high,28,4.202,Normal,Atto 3,light_rain,0
Colombo,Anuradhapura,Colombo_Anuradhapura_A,A,131,49,medium,168,19.65,Normal,Model 3,sunny,0
Colombo,Anuradhapura,Colombo_Anuradhapura_B,B,123,57,low,129,21.537,Normal,Atto 3,light_rain,0
Colombo,Anuradhapura,Colombo_Anuradhapura_C,C,126,49,high,185,18.144,Eco,Leaf,sunny,1
Colombo,Kurunegala,Colombo_Kurunegala_A,A,108,37,medium,183,21.06,Aggressive,Model 3,sunny,0
Colombo,Kurunegala,Colombo_Kurunegala_B,B,86,44,low,117,13.932,Normal,Model 3,heavy_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_C,C,104,62,low,100,17.68,Normal,Atto 3,sunny,0
Colombo,Anuradhapura,Colombo_Anuradhapura_A,A,84,40,low,126,15.271,Normal,ZS EV,cloudy,0
Colombo,Anuradhapura,Colombo_Anuradhapura_B,B,65,46,low,84,10.846,Eco,ZS EV,light_rain,1
Colombo,Anuradhapura,Colombo_Anuradhapura_C,C,91,52,low,105,17.326,Normal,Atto 3,monsoon,0
Kurunegala,Colombo,Kurunegala_Colombo_A,A,123,52,high,170,21.119,Normal,Atto 3,cloudy,0
Kurunegala,Colombo,Kurunegala_Colombo_B,B,131,35,low,224,25.466,Normal,ZS EV,heavy_rain,0
Kurunegala,Colombo,Kurunegala_Colombo_C,C,100,60,high,120,16.48,Normal,Leaf,light_rain,1
Colombo,Kurunegala,Colombo_Kurunegala_A,A,34,50,low,40,5.494,Normal,Leaf,cloudy,1
Colombo,Kurunegala,Colombo_Kurunegala_B,B,39,62,low,37,5.897,Eco,Model 3,monsoon,0
Colombo,Kurunegala,Colombo_Kurunegala_C,C,34,38,high,64,5.875,Normal,Leaf,heavy_rain,0
Batticaloa,Kandy,Batticaloa_Kandy_A,A,53,57,low,55,8.014,Eco,Model 3,monsoon,1
Batticaloa,Kandy,Batticaloa_Kandy_B,B,50,66,medium,47,8.755,Normal,Atto 3,light_rain,0
Batticaloa,Kandy,Batticaloa_Kandy_C,C,62,61,low,60,10.245,Eco,Atto 3,heavy_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_A,A,38,60,high,45,5.746,Eco,Model 3,monsoon,1
Kurunegala,Trincomalee,Kurunegala_Trincomalee_B,B,44,38,medium,72,7.251,Normal,Leaf,light_rain,0
Kurunegala,Trincomalee,Kurunegala_Trincomalee_C,C,41,62,medium,41,6.334,Normal,Model 3,light_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,116,71,high,117,20.787,Normal,Leaf,monsoon,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,128,65,medium,124,21.978,Normal,Atto 3,cloudy,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,139,52,low,160,31.641,Aggressive,Atto 3,light_rain,0
Colombo,Kandy,Colombo_Kandy_A,A,32,38,low,50,4.8,Normal,Model 3,sunny,0
Colombo,Kandy,Colombo_Kandy_B,B,31,48,low,38,5.01,Normal,Leaf,cloudy,0
Colombo,Kandy,Colombo_Kandy_C,C,23,64,high,25,4.637,Normal,ZS EV,monsoon,1
Jaffna,Trincomalee,Jaffna_Trincomalee_A,A,38,48,low,47,6.218,Eco,ZS EV,cloudy,1
Jaffna,Trincomalee,Jaffna_Trincomalee_B,B,36,35,high,74,6.48,Normal,ZS EV,sunny,0
Jaffna,Trincomalee,Jaffna_Trincomalee_C,C,41,55,medium,46,6.888,Normal,Model 3,monsoon,0
Ratnapura,Kandy,Ratnapura_Kandy_A,A,46,46,low,60,8.28,Normal,ZS EV,sunny,0
Ratnapura,Kandy,Ratnapura_Kandy_B,B,33,76,low,26,5.914,Normal,Leaf,monsoon,0
Ratnapura,Kandy,Ratnapura_Kandy_C,C,36,74,medium,30,5.454,Normal,Model 3,cloudy,1
Matara,Anuradhapura,Matara_Anuradhapura_A,A,104,45,high,166,20.966,Normal,ZS EV,monsoon,0
Matara,Anuradhapura,Matara_Anuradhapura_B,B,122,43,medium,178,17.744,Eco,Leaf,cloudy,1
Matara,Anuradhapura,Matara_Anuradhapura_C,C,128,53,high,173,25.21,Aggressive,Model 3,cloudy,0
Batticaloa,Kandy,Batticaloa_Kandy_A,A,59,44,medium,84,10.62,Normal,ZS EV,sunny,0
Batticaloa,Kandy,Batticaloa_Kandy_B,B,55,71,medium,48,9.064,Normal,Leaf,light_rain,1
Batticaloa,Kandy,Batticaloa_Kandy_C,C,63,65,high,69,12.654,Aggressive,Model 3,light_rain,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_A,A,34,61,medium,35,7.426,Aggressive,Model 3,monsoon,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_B,B,34,46,low,44,7.589,Aggressive,Atto 3,cloudy,0
Anuradhapura,Batticaloa,Anuradhapura_Batticaloa_C,C,35,40,low,52,6.363,Normal,ZS EV,cloudy,1
Kandy,Ratnapura,Kandy_Ratnapura_A,A,90,42,medium,135,21.692,Aggressive,ZS EV,light_rain,0
Kandy,Ratnapura,Kandy_Ratnapura_B,B,119,68,low,105,23.99,Normal,ZS EV,monsoon,0
Kandy,Ratnapura,Kandy_Ratnapura_C,C,103,33,medium,196,15.604,Normal,Model 3,cloudy,1
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,120,48,medium,157,18.36,Eco,Atto 3,sunny,0
