trip_id,vehicle_model,battery_capacity_kWh,battery_start_%,battery_start_kWh,eff_kWh_per_km,max_possible_km,predicted_remaining_km
TR005973,Leaf,75,44.18,33.135,0.16,207.09,0.0
TR005974,Leaf,50,72.27,36.135,0.192,188.2,33.9
TR005975,ZS EV,50,75.82,37.91,0.18,210.61,175.39
TR005976,Model 3,40,42.13,16.852,0.18,93.62,0.0
TR005977,Leaf,40,49.46,19.784,0.16,123.65,0.0
TR005978,Leaf,75,47.71,35.782,0.16,223.64,0.0
TR005979,Leaf,60,74.24,44.544,0.16,278.4,0.0
TR005980,Leaf,50,53.95,26.975,0.152,177.47,33.14
TR005981,Atto 3,50,80.0,40.0,0.17,235.29,93.44
TR005982,Atto 3,40,83.77,33.508,0.17,197.11,53.76
TR005983,Leaf,50,69.29,34.645,0.192,180.44,0.0
TR005984,Atto 3,60,82.75,49.65,0.17,292.06,232.01
TR005985,Atto 3,75,88.68,66.51,0.17,391.24,281.76
TR005986,Model 3,75,76.1,57.075,0.18,317.08,122.9
TR005987,ZS EV,50,84.55,42.275,0.216,195.72,23.43
TR005988,Model 3,40,81.82,32.728,0.18,181.82,0.0
TR005989,Leaf,75,83.43,62.573,0.192,325.9,92.0
TR005990,Atto 3,40,73.68,29.472,0.204,144.47,0.0
TR005991,ZS EV,40,90.5,36.2,0.216,167.59,109.83
TR005992,Model 3,40,76.43,30.572,0.15,203.81,76.09
TR005993,Atto 3,75,57.55,43.163,0.17,253.9,23.15
TR005994,Model 3,60,40.64,24.384,0.1425,171.12,0.0
TR005995,Atto 3,60,88.43,53.058,0.17,312.11,0.0
TR005996,Atto 3,40,92.18,36.872,0.204,180.75,0.0
TR005997,Leaf,60,46.74,28.044,0.192,146.06,30.92
TR005998,Leaf,75,57.3,42.975,0.16,268.59,207.5
TR005999,ZS EV,75,58.89,44.167,0.171,258.29,177.41
TR006000,Leaf,40,91.99,36.796,0.192,191.65,0.0
TR006001,Leaf,60,46.4,27.84,0.16,174.0,0.0
TR006002,ZS EV,60,42.32,25.392,0.216,117.56,48.24
TR006003,Leaf,75,97.29,72.968,0.152,480.05,404.67
TR006004,ZS EV,40,98.04,39.216,0.18,217.87,0.0
TR006005,Model 3,50,61.72,30.86,0.15,205.73,127.23
TR006006,Atto 3,75,69.82,52.365,0.1615,324.24,190.32
TR006007,Model 3,40,50.6,20.24,0.15,134.93,21.58
TR006008,Model 3,40,58.64,23.456,0.15,156.37,107.31
TR006009,Atto 3,75,50.88,38.16,0.17,224.47,109.61
TR006010,Model 3,75,67.09,50.318,0.15,335.45,85.7
TR006011,Leaf,40,98.05,39.22,0.16,245.12,93.84
TR006012,ZS EV,60,70.58,42.348,0.216,196.06,0.0
TR006013,Atto 3,75,48.56,36.42,0.17,214.24,71.49
TR006014,Atto 3,75,64.04,48.03,0.1615,297.4,151.68
TR006015,ZS EV,60,41.49,24.894,0.216,115.25,38.1
TR006016,Leaf,40,62.94,25.176,0.192,131.12,0.0
TR006017,ZS EV,50,60.28,30.14,0.18,167.44,82.37
TR006018,ZS EV,40,57.12,22.848,0.216,105.78,0.0
TR006019,Leaf,40,87.25,34.9,0.16,218.12,1.02
TR006020,ZS EV,60,76.9,46.14,0.18,256.33,0.0
TR006021,ZS EV,60,73.59,44.154,0.216,204.42,123.62
TR006022,Atto 3,50,83.03,41.515,0.17,244.21,86.79
TR006023,ZS EV,40,87.82,35.128,0.216,162.63,32.39
TR006024,Model 3,50,56.28,28.14,0.15,187.6,97.49
TR006025,Model 3,40,49.3,19.72,0.15,131.47,0.0
TR006026,Atto 3,50,84.17,42.085,0.17,247.56,0.0
TR006027,Model 3,60,97.08,58.248,0.15,388.32,120.15
TR006028,Leaf,40,85.57,34.228,0.152,225.18,116.05
TR006029,Model 3,75,93.62,70.215,0.15,468.1,248.43
TR006030,Leaf,50,68.68,34.34,0.16,214.63,2.08
TR006031,ZS EV,75,64.66,48.495,0.216,224.51,0.0
TR006032,Atto 3,60,64.01,38.406,0.204,188.26,0.0
TR006033,ZS EV,50,43.14,21.57,0.18,119.83,0.0
TR006034,Model 3,50,69.54,34.77,0.15,231.8,173.93
TR006035,Model 3,40,44.5,17.8,0.15,118.67,0.0
TR006036,Model 3,40,46.92,18.768,0.15,125.12,35.43
TR006037,Atto 3,40,63.14,25.256,0.17,148.56,19.58
TR006038,Leaf,50,89.32,44.66,0.16,279.12,220.32
TR006039,Leaf,75,57.87,43.403,0.16,271.27,139.55
TR006040,Model 3,60,48.54,29.124,0.18,161.8,98.41
TR006041,Atto 3,75,70.37,52.778,0.17,310.46,145.67
TR006042,Model 3,75,72.79,54.593,0.18,303.29,133.45
TR006043,Atto 3,60,87.21,52.326,0.17,307.8,229.66
TR006044,Leaf,60,99.49,59.694,0.16,373.09,176.11
TR006045,ZS EV,50,41.55,20.775,0.18,115.42,0.0
TR006046,Atto 3,40,62.88,25.152,0.17,147.95,19.95
TR006047,ZS EV,75,80.43,60.323,0.18,335.13,153.11
TR006048,ZS EV,75,54.96,41.22,0.216,190.83,102.01
TR006049,Model 3,40,73.41,29.364,0.1425,206.06,0.0
TR006050,Atto 3,60,81.83,49.098,0.17,288.81,207.58
TR006051,Leaf,50,41.66,20.83,0.16,130.19,51.29
TR006052,Atto 3,75,52.97,39.727,0.17,233.69,199.19
TR006053,Model 3,75,68.1,51.075,0.18,283.75,56.24
TR006054,Leaf,75,82.86,62.145,0.192,323.67,266.41
TR006055,ZS EV,40,82.51,33.004,0.216,152.8,20.39
TR006056,Leaf,50,45.64,22.82,0.192,118.85,0.0
TR006057,ZS EV,75,57.04,42.78,0.18,237.67,36.71
TR006058,ZS EV,40,70.98,28.392,0.18,157.73,0.0
TR006059,Atto 3,40,41.51,16.604,0.1615,102.81,0.0
TR006060,Atto 3,60,47.34,28.404,0.17,167.08,0.0
TR006061,Model 3,40,84.85,33.94,0.18,188.56,0.0
TR006062,Atto 3,50,40.33,20.165,0.1615,124.86,56.09
TR006063,Model 3,60,68.2,40.92,0.18,227.33,0.0
TR006064,ZS EV,50,94.92,47.46,0.18,263.67,18.68
TR006065,Atto 3,50,43.01,21.505,0.17,126.5,0.0
TR006066,ZS EV,75,98.55,73.912,0.216,342.19,10.04
TR006067,ZS EV,40,48.02,19.208,0.18,106.71,0.0
TR006068,ZS EV,50,99.35,49.675,0.18,275.97,24.66
TR006069,Model 3,50,45.3,22.65,0.15,151.0,18.57
TR006070,ZS EV,40,48.28,19.312,0.18,107.29,0.0
TR006071,Model 3,60,90.08,54.048,0.18,300.27,230.34
TR006072,Atto 3,75,91.9,68.925,0.204,337.87,272.33
TR006073,ZS EV,60,65.74,39.444,0.18,219.13,92.56
TR006074,Atto 3,60,80.28,48.168,0.204,236.12,141.49
TR006075,ZS EV,40,64.92,25.968,0.171,151.86,0.0
TR006076,Atto 3,75,73.04,54.78,0.17,322.24,135.51
TR006077,Model 3,75,72.3,54.225,0.18,301.25,111.2
TR006078,ZS EV,60,61.93,37.158,0.18,206.43,0.0
TR006079,ZS EV,60,65.08,39.048,0.18,216.93,133.07
TR006080,Model 3,75,79.59,59.693,0.15,397.95,59.28
TR006081,Leaf,60,47.02,28.212,0.152,185.61,12.73
TR006082,Atto 3,75,96.4,72.3,0.17,425.29,146.72
TR006083,Model 3,50,48.85,24.425,0.15,162.83,58.95
TR006084,Leaf,40,97.25,38.9,0.152,255.92,165.59
TR006085,ZS EV,50,72.81,36.405,0.216,168.54,80.64
TR006086,Atto 3,75,71.51,53.633,0.17,315.49,0.0
TR006087,Atto 3,75,87.07,65.302,0.17,384.13,312.96
TR006088,Leaf,50,63.16,31.58,0.16,197.37,111.51
TR006089,Model 3,75,71.79,53.843,0.1425,377.84,314.14
TR006090,Leaf,60,47.58,28.548,0.192,148.69,61.74
TR006091,Leaf,40,47.24,18.896,0.16,118.1,0.0
TR006092,ZS EV,50,66.19,33.095,0.18,183.86,45.57
TR006093,Leaf,40,57.97,23.188,0.16,144.93,0.0
TR006094,ZS EV,75,64.1,48.075,0.18,267.08,219.23
TR006095,Leaf,50,91.06,45.53,0.192,237.14,103.78
TR006096,ZS EV,50,91.45,45.725,0.171,267.4,204.72
TR006097,ZS EV,60,78.14,46.884,0.171,274.18,43.7
TR006098,Model 3,75,43.71,32.782,0.1425,230.05,69.06
TR006099,ZS EV,75,85.41,64.058,0.216,296.56,0.0
TR006100,ZS EV,50,73.55,36.775,0.18,204.31,0.0
TR006101,ZS EV,75,85.48,64.11,0.216,296.81,194.31
TR006102,Atto 3,40,43.55,17.42,0.204,85.39,0.0
TR006103,Atto 3,50,49.69,24.845,0.17,146.15,0.0
TR006104,Leaf,60,53.72,32.232,0.16,201.45,33.93
TR006105,ZS EV,60,68.95,41.37,0.216,191.53,140.54
TR006106,Leaf,50,69.88,34.94,0.152,229.87,92.54
TR006107,ZS EV,50,83.78,41.89,0.18,232.72,108.87
TR006108,Atto 3,60,81.6,48.96,0.1615,303.16,124.15
TR006109,Leaf,75,54.46,40.845,0.192,212.73,52.39
TR006110,Leaf,40,45.08,18.032,0.152,118.63,0.0
TR006111,Atto 3,75,40.08,30.06,0.17,176.82,0.0
TR006112,Atto 3,40,54.23,21.692,0.17,127.6,0.0
TR006113,Leaf,50,94.57,47.285,0.152,311.09,30.16
TR006114,Leaf,40,55.81,22.324,0.192,116.27,0.0
TR006115,ZS EV,50,66.76,33.38,0.18,185.44,103.62
TR006116,Leaf,60,81.71,49.026,0.16,306.41,163.06
TR006117,Model 3,40,78.2,31.28,0.18,173.78,111.61
TR006118,Atto 3,50,43.75,21.875,0.17,128.68,0.0
TR006119,Model 3,75,87.96,65.97,0.15,439.8,335.6
TR006120,Leaf,60,59.39,35.634,0.152,234.43,0.0
TR006121,ZS EV,75,79.8,59.85,0.216,277.08,224.19
TR006122,Atto 3,60,91.27,54.762,0.1615,339.08,209.38
TR006123,Model 3,60,87.47,52.482,0.15,349.88,0.0
TR006124,Leaf,60,63.34,38.004,0.192,197.94,128.68
TR006125,Atto 3,60,64.32,38.592,0.17,227.01,0.0
TR006126,Leaf,40,93.42,37.368,0.16,233.55,81.03
TR006127,Model 3,60,86.79,52.074,0.15,347.16,231.7
TR006128,Model 3,75,42.68,32.01,0.15,213.4,34.47
TR006129,ZS EV,60,62.08,37.248,0.216,172.44,126.86
TR006130,ZS EV,75,60.69,45.517,0.18,252.88,78.32
TR006131,Atto 3,40,56.44,22.576,0.204,110.67,0.0
TR006132,Leaf,60,51.77,31.062,0.192,161.78,0.0
TR006133,Model 3,50,87.58,43.79,0.18,243.28,115.32
TR006134,Atto 3,50,89.15,44.575,0.17,262.21,164.25
TR006135,Model 3,60,81.43,48.858,0.15,325.72,187.1
TR006136,Model 3,40,77.15,30.86,0.15,205.73,14.81
TR006137,Atto 3,60,72.04,43.224,0.17,254.26,156.58
TR006138,ZS EV,75,97.08,72.81,0.18,404.5,336.74
TR006139,ZS EV,60,64.27,38.562,0.18,214.23,35.2
TR006140,ZS EV,60,87.61,52.566,0.18,292.03,132.67
TR006141,Atto 3,40,49.76,19.904,0.17,117.08,0.0
TR006142,Leaf,60,42.54,25.524,0.192,132.94,0.0
TR006143,ZS EV,50,99.28,49.64,0.216,229.81,33.38
TR006144,ZS EV,75,53.15,39.862,0.216,184.55,0.0
TR006145,Atto 3,50,74.02,37.01,0.17,217.71,92.39
TR006146,Atto 3,40,83.23,33.292,0.204,163.2,0.0
TR006147,ZS EV,40,94.76,37.904,0.216,175.48,0.0
TR006148,Model 3,75,66.84,50.13,0.15,334.2,133.63
TR006149,Leaf,50,41.95,20.975,0.192,109.24,59.15
TR006150,Atto 3,50,46.77,23.385,0.17,137.56,86.94
TR006151,Model 3,60,41.93,25.158,0.1425,176.55,0.0
TR006152,Model 3,40,59.76,23.904,0.1425,167.75,99.45
TR006153,Leaf,50,80.89,40.445,0.152,266.09,154.88
TR006154,Leaf,50,48.44,24.22,0.192,126.15,0.0
TR006155,Atto 3,75,73.58,55.185,0.17,324.62,297.05
TR006156,Atto 3,75,43.94,32.955,0.17,193.85,0.0
TR006157,ZS EV,75,43.44,32.58,0.216,150.83,0.0
TR006158,Leaf,60,96.18,57.708,0.192,300.56,34.19
TR006159,Model 3,50,93.17,46.585,0.15,310.57,200.61
TR006160,Atto 3,40,42.78,17.112,0.17,100.66,16.02
TR006161,Model 3,75,75.64,56.73,0.18,315.17,189.45
TR006162,ZS EV,50,57.05,28.525,0.18,158.47,0.0
TR006163,Leaf,50,64.72,32.36,0.152,212.89,0.0
TR006164,Model 3,60,63.69,38.214,0.15,254.76,173.12
TR006165,Leaf,40,90.95,36.38,0.16,227.38,167.03
TR006166,ZS EV,40,62.94,25.176,0.18,139.87,65.51
TR006167,Atto 3,75,95.79,71.843,0.17,422.6,316.23
TR006168,Model 3,40,87.37,34.948,0.15,232.99,0.0
TR006169,ZS EV,60,95.64,57.384,0.18,318.8,191.76
TR006170,Model 3,60,99.76,59.856,0.15,399.04,270.76
TR006171,ZS EV,75,59.8,44.85,0.216,207.64,0.0
TR006172,Atto 3,75,84.43,63.323,0.17,372.49,214.97
TR006173,Model 3,50,80.92,40.46,0.18,224.78,31.55
TR006174,Leaf,75,65.98,49.485,0.16,309.28,53.52
TR006175,Atto 3,60,82.58,49.548,0.17,291.46,112.92
TR006176,Atto 3,75,65.13,48.847,0.17,287.34,124.11
TR006177,Model 3,50,44.47,22.235,0.15,148.23,0.0
TR006178,Model 3,40,82.38,32.952,0.15,219.68,0.0
TR006179,Atto 3,50,97.08,48.54,0.17,285.53,229.24
TR006180,Model 3,50,40.63,20.315,0.18,112.86,0.0
TR006181,Atto 3,60,69.66,41.796,0.1615,258.8,148.71
TR006182,ZS EV,40,99.42,39.768,0.18,220.93,97.31
TR006183,Model 3,75,99.59,74.692,0.18,414.96,99.88
TR006184,Model 3,40,61.19,24.476,0.18,135.98,73.78
TR006185,ZS EV,40,96.06,38.424,0.18,213.47,152.81
TR006186,Model 3,75,93.71,70.282,0.18,390.46,169.26
TR006187,Atto 3,40,87.77,35.108,0.1615,217.39,100.5
TR006188,Model 3,40,99.35,39.74,0.15,264.93,171.34
TR006189,Model 3,75,92.39,69.293,0.18,384.96,89.73
TR006190,Model 3,50,84.47,42.235,0.15,281.57,95.07
TR006191,Model 3,75,98.49,73.868,0.1425,518.37,263.15
TR006192,Atto 3,50,82.67,41.335,0.17,243.15,201.86
TR006193,Model 3,60,70.52,42.312,0.18,235.07,0.0
TR006194,Atto 3,50,97.71,48.855,0.17,287.38,130.51
TR006195,Leaf,75,87.24,65.43,0.16,408.94,221.23
TR006196,Leaf,60,86.47,51.882,0.16,324.26,0.0
TR006197,ZS EV,50,95.86,47.93,0.18,266.28,67.61
TR006198,Leaf,40,57.08,22.832,0.16,142.7,39.49
TR006199,ZS EV,75,71.02,53.265,0.171,311.49,149.25
TR006200,Model 3,40,64.07,25.628,0.1425,179.85,0.0
TR006201,Model 3,75,67.22,50.415,0.15,336.1,208.35
TR006202,Model 3,40,67.09,26.836,0.15,178.91,0.0
TR006203,Atto 3,75,51.02,38.265,0.17,225.09,105.27
TR006204,Model 3,60,93.66,56.196,0.15,374.64,213.44
TR006205,ZS EV,50,90.88,45.44,0.171,265.73,80.22
TR006206,Leaf,40,42.57,17.028,0.192,88.69,0.0
TR006207,Atto 3,40,49.61,19.844,0.1615,122.87,0.0
TR006208,Leaf,50,95.66,47.83,0.16,298.94,224.06
TR006209,ZS EV,40,80.81,32.324,0.171,189.03,62.91
TR006210,Leaf,75,46.63,34.972,0.192,182.15,0.0
TR006211,ZS EV,40,44.6,17.84,0.18,99.11,0.0
TR006212,Leaf,60,48.17,28.902,0.192,150.53,107.72
TR006213,ZS EV,40,65.64,26.256,0.18,145.87,0.0
TR006214,Model 3,40,75.66,30.264,0.15,201.76,0.0
TR006215,Atto 3,50,51.45,25.725,0.204,126.1,14.39
TR006216,Model 3,50,61.36,30.68,0.15,204.53,66.43
TR006217,Leaf,50,84.87,42.435,0.16,265.22,0.0
TR006218,Atto 3,75,95.68,71.76,0.17,422.12,0.0
TR006219,Model 3,60,70.89,42.534,0.15,283.56,0.0
TR006220,ZS EV,75,61.38,46.035,0.18,255.75,21.29
TR006221,Atto 3,50,73.66,36.83,0.17,216.65,140.08
TR006222,Leaf,50,92.59,46.295,0.16,289.34,206.21
TR006223,Leaf,50,53.69,26.845,0.152,176.61,58.2
TR006224,Model 3,50,97.33,48.665,0.18,270.36,163.22
TR006225,Atto 3,50,75.54,37.77,0.1615,233.87,133.65
TR006226,Atto 3,50,50.2,25.1,0.17,147.65,71.21
TR006227,Model 3,50,96.32,48.16,0.18,267.56,118.73
TR006228,Model 3,50,47.9,23.95,0.15,159.67,21.02
TR006229,Atto 3,40,42.93,17.172,0.17,101.01,47.92
TR006230,Model 3,40,52.76,21.104,0.1425,148.1,85.27
TR006231,ZS EV,40,88.55,35.42,0.216,163.98,84.47
TR006232,Model 3,75,43.8,32.85,0.18,182.5,22.31
TR006233,Atto 3,60,72.19,43.314,0.17,254.79,67.14
TR006234,Leaf,40,69.5,27.8,0.152,182.89,0.83
TR006235,Model 3,50,80.13,40.065,0.1425,281.16,218.69
TR006236,Atto 3,75,92.86,69.645,0.1615,431.24,216.21
TR006237,Atto 3,60,76.41,45.846,0.17,269.68,0.0
TR006238,Leaf,50,89.4,44.7,0.16,279.38,0.0
TR006239,Atto 3,40,91.99,36.796,0.17,216.45,0.0
TR006240,ZS EV,50,44.93,22.465,0.18,124.81,0.0
TR006241,Model 3,50,79.65,39.825,0.1425,279.47,251.82
TR006242,Atto 3,60,79.77,47.862,0.1615,296.36,150.41
TR006243,Atto 3,60,58.17,34.902,0.17,205.31,122.57
TR006244,Leaf,60,74.33,44.598,0.16,278.74,73.49
TR006245,ZS EV,60,70.06,42.036,0.216,194.61,0.0
TR006246,ZS EV,75,95.7,71.775,0.171,419.74,193.05
TR006247,Model 3,40,95.27,38.108,0.1425,267.42,187.01
TR006248,Leaf,75,61.01,45.758,0.16,285.98,0.0
TR006249,Leaf,60,80.07,48.042,0.16,300.26,0.0
TR006250,ZS EV,40,68.19,27.276,0.18,151.53,30.94
TR006251,ZS EV,40,62.34,24.936,0.216,115.44,0.0
TR006252,Atto 3,40,71.35,28.54,0.17,167.88,94.32
TR006253,ZS EV,60,41.51,24.906,0.171,145.65,53.85
TR006254,Leaf,40,70.39,28.156,0.16,175.97,135.51
TR006255,Model 3,50,86.25,43.125,0.15,287.5,0.0
TR006256,Atto 3,75,59.35,44.513,0.17,261.84,183.71
TR006257,Model 3,40,97.58,39.032,0.1425,273.91,0.0
TR006258,Atto 3,75,70.9,53.175,0.17,312.79,44.4
TR006259,Atto 3,60,41.36,24.816,0.17,145.98,0.0
TR006260,Leaf,50,88.28,44.14,0.16,275.88,189.25
TR006261,Leaf,75,85.63,64.222,0.16,401.39,319.28
TR006262,ZS EV,40,93.42,37.368,0.18,207.6,36.83
TR006263,ZS EV,50,85.05,42.525,0.18,236.25,0.0
TR006264,ZS EV,60,50.46,30.276,0.18,168.2,62.92
TR006265,Atto 3,75,50.43,37.822,0.204,185.4,16.76
TR006266,ZS EV,75,90.25,67.688,0.18,376.04,322.12
TR006267,Leaf,75,99.16,74.37,0.192,387.34,340.71
TR006268,Leaf,75,42.08,31.56,0.16,197.25,0.0
TR006269,ZS EV,60,50.45,30.27,0.171,177.02,0.0
TR006270,ZS EV,75,87.5,65.625,0.216,303.82,86.89
TR006271,Model 3,40,87.72,35.088,0.15,233.92,0.0
TR006272,Leaf,60,75.68,45.408,0.192,236.5,62.82
TR006273,Model 3,60,84.02,50.412,0.1425,353.77,171.26
TR006274,Leaf,50,97.48,48.74,0.16,304.62,86.86
TR006275,Model 3,60,63.63,38.178,0.15,254.52,142.61
TR006276,ZS EV,75,99.91,74.933,0.216,346.91,130.32
TR006277,ZS EV,40,99.1,39.64,0.18,220.22,54.47
TR006278,Model 3,60,76.21,45.726,0.15,304.84,164.41
TR006279,Model 3,40,67.35,26.94,0.1425,189.05,0.0
TR006280,Atto 3,50,48.0,24.0,0.204,117.65,0.0
TR006281,ZS EV,75,75.97,56.977,0.18,316.54,0.0
TR006282,ZS EV,50,41.59,20.795,0.18,115.53,0.0
TR006283,ZS EV,50,63.92,31.96,0.216,147.96,77.44
TR006284,Model 3,50,57.64,28.82,0.15,192.13,0.0
TR006285,Model 3,75,73.46,55.095,0.15,367.3,71.38
TR006286,Model 3,50,92.16,46.08,0.15,307.2,230.78
TR006287,ZS EV,60,82.21,49.326,0.18,274.03,97.98
TR006288,Leaf,40,96.54,38.616,0.16,241.35,139.84
TR006289,Atto 3,75,71.62,53.715,0.204,263.31,0.0
TR006290,ZS EV,50,65.79,32.895,0.18,182.75,45.77
TR006291,Leaf,75,67.44,50.58,0.16,316.12,57.43
TR006292,Atto 3,40,85.88,34.352,0.1615,212.71,37.21
TR006293,Leaf,75,75.53,56.648,0.152,372.68,254.93
TR006294,Model 3,60,40.7,24.42,0.15,162.8,0.0
TR006295,Leaf,50,98.92,49.46,0.16,309.12,0.0
TR006296,ZS EV,50,80.13,40.065,0.216,185.49,0.0
TR006297,Atto 3,60,69.19,41.514,0.17,244.2,122.01
TR006298,Leaf,75,76.19,57.142,0.192,297.62,225.78
TR006299,Model 3,75,41.13,30.848,0.18,171.38,41.9
TR006300,Leaf,60,87.43,52.458,0.16,327.86,251.21
TR006301,Leaf,40,75.64,30.256,0.16,189.1,0.0
TR006302,Model 3,75,46.64,34.98,0.15,233.2,0.0
TR006303,Leaf,40,79.18,31.672,0.16,197.95,143.24
TR006304,Leaf,75,57.1,42.825,0.152,281.74,95.75
TR006305,ZS EV,75,72.56,54.42,0.18,302.33,0.0
TR006306,Leaf,40,82.66,33.064,0.152,217.53,165.08
TR006307,ZS EV,75,66.53,49.898,0.18,277.21,159.54
TR006308,Leaf,60,54.0,32.4,0.152,213.16,90.84
TR006309,Leaf,60,53.46,32.076,0.152,211.03,104.82
TR006310,Model 3,50,52.12,26.06,0.18,144.78,0.0
TR006311,Leaf,50,78.01,39.005,0.152,256.61,79.97
TR006312,ZS EV,40,98.49,39.396,0.18,218.87,0.0
TR006313,Model 3,60,68.52,41.112,0.18,228.4,0.0
TR006314,ZS EV,50,43.33,21.665,0.18,120.36,66.05
TR006315,Leaf,40,89.21,35.684,0.152,234.76,162.07
TR006316,Model 3,75,97.0,72.75,0.1425,510.53,317.82
TR006317,Leaf,60,98.67,59.202,0.16,370.01,236.14
TR006318,Atto 3,75,53.23,39.922,0.17,234.84,129.69
TR006319,ZS EV,50,96.23,48.115,0.216,222.75,0.0
TR006320,Atto 3,40,91.76,36.704,0.17,215.91,0.0
TR006321,ZS EV,40,87.97,35.188,0.171,205.78,0.0
TR006322,ZS EV,60,79.67,47.802,0.18,265.57,159.13
TR006323,Atto 3,75,69.69,52.267,0.17,307.46,151.06
TR006324,ZS EV,40,99.76,39.904,0.18,221.69,93.43
TR006325,Atto 3,75,87.09,65.317,0.17,384.22,78.32
TR006326,Atto 3,75,52.77,39.578,0.17,232.81,189.29
TR006327,ZS EV,50,47.68,23.84,0.216,110.37,0.0
TR006328,Model 3,40,43.12,17.248,0.15,114.99,0.0
TR006329,Leaf,50,80.25,40.125,0.16,250.78,0.0
TR006330,ZS EV,40,58.36,23.344,0.18,129.69,24.38
TR006331,Model 3,75,55.12,41.34,0.15,275.6,166.44
TR006332,ZS EV,75,80.54,60.405,0.18,335.58,142.64
TR006333,Model 3,60,63.16,37.896,0.15,252.64,126.91
TR006334,Atto 3,50,69.2,34.6,0.17,203.53,107.21
TR006335,ZS EV,40,72.47,28.988,0.171,169.52,21.47
TR006336,Model 3,40,66.38,26.552,0.15,177.01,98.63
TR006337,ZS EV,40,65.85,26.34,0.18,146.33,77.75
TR006338,Atto 3,50,48.03,24.015,0.17,141.26,0.0
TR006339,Leaf,75,49.1,36.825,0.16,230.16,100.49
TR006340,Model 3,40,76.08,30.432,0.1425,213.56,0.0
TR006341,Model 3,50,89.32,44.66,0.18,248.11,0.0
TR006342,Leaf,40,44.51,17.804,0.16,111.27,0.0
TR006343,ZS EV,75,45.34,34.005,0.216,157.43,0.0
TR006344,Model 3,60,90.94,54.564,0.15,363.76,239.53
TR006345,ZS EV,75,97.8,73.35,0.18,407.5,225.51
TR006346,Atto 3,40,58.8,23.52,0.1615,145.63,86.28
TR006347,Atto 3,60,60.86,36.516,0.1615,226.11,39.04
TR006348,Model 3,40,89.06,35.624,0.18,197.91,0.0
TR006349,Model 3,75,93.17,69.877,0.18,388.21,302.88
TR006350,Leaf,50,90.17,45.085,0.16,281.78,65.75
TR006351,Model 3,60,44.69,26.814,0.15,178.76,23.77
TR006352,Atto 3,50,93.55,46.775,0.17,275.15,182.59
TR006353,ZS EV,40,52.41,20.964,0.18,116.47,2.14
TR006354,Atto 3,50,48.66,24.33,0.204,119.26,0.0
TR006355,Atto 3,60,57.39,34.434,0.204,168.79,42.94
TR006356,Model 3,75,81.94,61.455,0.15,409.7,338.48
TR006357,Atto 3,50,91.12,45.56,0.17,268.0,57.96
TR006358,ZS EV,75,40.32,30.24,0.18,168.0,0.0
TR006359,Leaf,75,93.46,70.095,0.16,438.09,179.12
TR006360,Model 3,40,48.55,19.42,0.15,129.47,21.3
TR006361,Atto 3,60,77.97,46.782,0.204,229.32,0.0
TR006362,Atto 3,50,75.86,37.93,0.1615,234.86,0.0
TR006363,ZS EV,50,82.06,41.03,0.18,227.94,0.0
TR006364,Leaf,50,73.74,36.87,0.152,242.57,0.0
TR006365,Atto 3,75,79.39,59.542,0.17,350.25,242.26
TR006366,Leaf,60,84.88,50.928,0.16,318.3,195.54
TR006367,ZS EV,50,61.27,30.635,0.216,141.83,0.0
TR006368,Model 3,60,80.81,48.486,0.15,323.24,78.21
TR006369,Model 3,50,45.19,22.595,0.15,150.63,0.0
TR006370,Model 3,60,99.49,59.694,0.15,397.96,177.62
TR006371,Leaf,60,50.77,30.462,0.16,190.39,148.62
TR006372,ZS EV,75,76.62,57.465,0.216,266.04,0.0
TR006373,Atto 3,60,43.02,25.812,0.17,151.84,90.68
TR006374,Atto 3,75,44.01,33.008,0.17,194.16,0.0
TR006375,ZS EV,40,89.91,35.964,0.171,210.32,0.0
TR006376,Leaf,40,58.11,23.244,0.152,152.92,21.67
TR006377,Atto 3,40,50.01,20.004,0.17,117.67,0.0
TR006378,Model 3,50,63.35,31.675,0.1425,222.28,140.91
TR006379,Leaf,75,81.31,60.983,0.16,381.14,283.67
TR006380,Leaf,50,49.69,24.845,0.16,155.28,0.0
TR006381,Leaf,75,87.65,65.737,0.152,432.48,331.23
TR006382,Leaf,40,49.79,19.916,0.152,131.03,68.3
TR006383,ZS EV,60,57.16,34.296,0.18,190.53,46.07
TR006384,Leaf,50,65.35,32.675,0.16,204.22,0.0
TR006385,Atto 3,60,68.73,41.238,0.17,242.58,32.36
TR006386,Atto 3,50,42.99,21.495,0.204,105.37,0.0
TR006387,Model 3,75,78.17,58.627,0.1425,411.42,240.35
TR006388,Atto 3,40,67.18,26.872,0.1615,166.39,41.47
TR006389,Leaf,75,42.73,32.047,0.192,166.91,0.0
TR006390,Leaf,50,74.11,37.055,0.152,243.78,185.1
TR006391,Leaf,75,93.85,70.388,0.16,439.92,322.47
TR006392,ZS EV,50,97.06,48.53,0.18,269.61,223.22
TR006393,Model 3,40,69.37,27.748,0.15,184.99,77.61
TR006394,Model 3,40,76.5,30.6,0.15,204.0,19.03
TR006395,Model 3,40,97.31,38.924,0.15,259.49,185.17
TR006396,Model 3,40,55.83,22.332,0.15,148.88,0.0
TR006397,Leaf,60,44.66,26.796,0.16,167.47,0.0
TR006398,ZS EV,75,53.98,40.485,0.171,236.75,161.26
TR006399,Leaf,60,88.96,53.376,0.192,278.0,13.99
