trip_id,driver_id,vehicle_make,vehicle_model,origin,destination,distance_km,elevation_gain_m,trip_date,avg_speed,max_speed,acceleration_mean,acceleration_std,braking_intensity,trip_duration_min,road_type,weather,time_of_day,driving_style
TR006131,DRV0052,BYD,Atto 3,Galle,Ratnapura,368,154,2025-01-17 19:18:26,39.94,52.82,1.58,0.812,0.615,508,highway,sunny,morning,Aggressive
TR006132,DRV0243,Nissan,Leaf,Matara,Jaffna,159,148,2025-08-17 19:18:26,60.17,77.93,1.499,1.616,1.386,173,rural,sunny,morning,Aggressive
TR006133,DRV0168,Tesla,Model 3,Galle,Kurunegala,116,68,2025-04-21 19:18:26,50.31,58.74,1.662,1.522,1.068,139,coastal,cloudy,morning,Aggressive
TR006134,DRV0360,BYD,Atto 3,Kandy,Trincomalee,98,135,2025-07-19 19:18:26,48.53,54.52,0.724,0.176,0.249,112,rural,sunny,night,Normal
TR006135,DRV0261,Tesla,Model 3,Galle,Trincomalee,135,167,2025-01-12 19:18:26,48.23,59.12,0.53,0.53,0.53,180,rural,light_rain,night,Normal
TR006136,DRV0035,Tesla,Model 3,Galle,Trincomalee,179,183,2025-06-09 19:18:26,65.96,69.96,0.929,0.136,0.693,164,city,sunny,afternoon,Normal
TR006137,DRV0074,BYD,Atto 3,Trincomalee,Batticaloa,93,59,2025-10-01 19:18:26,38.04,45.43,0.9,0.4,0.267,152,city,sunny,afternoon,Normal
TR006138,DRV0098,MG,ZS EV,Kurunegala,Kandy,63,102,2025-03-22 19:18:26,46.67,54.76,0.683,0.877,0.596,81,coastal,heavy_rain,morning,Normal
TR006139,DRV0127,MG,ZS EV,Anuradhapura,Galle,187,65,2025-09-24 19:18:26,48.63,53.47,0.424,0.323,0.437,221,highway,sunny,morning,Normal
TR006140,DRV0148,MG,ZS EV,Anuradhapura,Ratnapura,168,163,2025-02-10 19:18:26,35.11,52.15,0.761,0.855,0.791,245,highway,cloudy,evening,Normal
TR006141,DRV0117,BYD,Atto 3,Anuradhapura,Batticaloa,145,125,2025-03-26 19:18:26,53.27,63.24,1.16,0.429,0.187,173,city,sunny,morning,Normal
TR006142,DRV0063,Nissan,Leaf,Trincomalee,Galle,116,198,2025-01-10 19:18:26,50.48,60.44,1.778,0.56,0.948,148,coastal,monsoon,night,Aggressive
TR006143,DRV0331,MG,ZS EV,Colombo,Matara,175,106,2025-10-14 19:18:26,58.51,61.04,1.922,1.525,0.642,173,coastal,cloudy,night,Aggressive
TR006144,DRV0391,MG,ZS EV,Anuradhapura,Ratnapura,200,197,2025-04-04 19:18:26,36.4,46.74,2.169,1.64,1.587,336,rural,heavy_rain,evening,Aggressive
TR006145,DRV0046,BYD,Atto 3,Anuradhapura,Jaffna,123,58,2024-11-22 19:18:26,37.8,48.5,0.609,0.693,0.469,188,rural,sunny,night,Normal
TR006146,DRV0231,BYD,Atto 3,Batticaloa,Kandy,146,313,2025-02-03 19:18:26,38.53,44.15,1.986,1.268,1.335,194,city,cloudy,afternoon,Aggressive
TR006147,DRV0215,MG,ZS EV,Ratnapura,Colombo,565,477,2025-04-10 19:18:26,47.73,67.86,1.328,1.33,0.753,755,city,heavy_rain,afternoon,Aggressive
TR006148,DRV0226,Tesla,Model 3,Galle,Jaffna,206,117,2024-11-01 19:18:26,35.42,46.22,1.112,0.566,0.399,324,highway,light_rain,night,Normal
TR006149,DRV0180,Nissan,Leaf,Trincomalee,Anuradhapura,41,22,2025-02-11 19:18:26,56.98,68.57,1.829,0.988,0.662,42,city,heavy_rain,night,Aggressive
TR006150,DRV0321,BYD,Atto 3,Colombo,Galle,51,44,2025-05-19 19:18:26,65.06,78.63,0.843,0.397,0.161,50,highway,cloudy,night,Normal
TR006151,DRV0366,Tesla,Model 3,Ratnapura,Matara,212,344,2025-04-27 19:18:26,24.33,33.97,0.292,0.29,0.159,584,highway,heavy_rain,morning,Eco
TR006152,DRV0006,Tesla,Model 3,Jaffna,Ratnapura,77,146,2025-05-19 19:18:26,63.61,86.3,0.444,0.481,0.222,77,highway,sunny,evening,Eco
TR006153,DRV0086,Nissan,Leaf,Matara,Colombo,101,123,2024-10-27 19:18:26,47.85,59.73,0.331,0.321,0.211,121,rural,monsoon,morning,Eco
TR006154,DRV0202,Nissan,Leaf,Matara,Jaffna,195,199,2024-12-22 19:18:26,48.87,58.62,0.829,1.051,0.824,230,rural,light_rain,morning,Aggressive
TR006155,DRV0237,BYD,Atto 3,Colombo,Galle,27,49,2025-09-10 19:18:26,50.9,65.52,1.039,0.561,0.045,30,rural,sunny,morning,Normal
TR006156,DRV0089,BYD,Atto 3,Batticaloa,Kurunegala,251,137,2025-04-26 19:18:26,29.19,39.29,0.994,0.508,0.124,595,rural,cloudy,morning,Normal
TR006157,DRV0170,MG,ZS EV,Matara,Trincomalee,206,83,2025-04-03 19:18:26,40.5,55.16,1.093,0.686,1.182,304,city,cloudy,night,Aggressive
TR006158,DRV0316,Nissan,Leaf,Galle,Trincomalee,232,163,2025-06-25 19:18:26,43.33,49.07,2.217,1.347,1.653,327,city,cloudy,evening,Aggressive
TR006159,DRV0197,Tesla,Model 3,Trincomalee,Batticaloa,111,41,2024-11-04 19:18:26,32.92,53.86,0.599,0.328,0.486,209,highway,light_rain,evening,Normal
TR006160,DRV0166,BYD,Atto 3,Anuradhapura,Kurunegala,80,33,2025-02-23 19:18:26,38.23,38.57,0.638,0.7,0.573,130,highway,monsoon,evening,Normal
TR006161,DRV0177,Tesla,Model 3,Jaffna,Ratnapura,108,94,2025-06-01 19:18:26,59.75,73.03,0.619,1.122,0.427,116,coastal,heavy_rain,night,Aggressive
TR006162,DRV0294,MG,ZS EV,Anuradhapura,Ratnapura,215,120,2025-07-15 19:18:26,48.06,61.95,0.619,0.151,0.215,273,highway,sunny,night,Normal
TR006163,DRV0100,Nissan,Leaf,Trincomalee,Galle,315,131,2025-02-20 19:18:26,33.0,41.36,0.55,0.266,0.396,520,city,sunny,night,Eco
TR006164,DRV0270,Tesla,Model 3,Trincomalee,Jaffna,74,29,2025-05-24 19:18:26,47.92,61.61,0.995,0.316,0.267,82,city,light_rain,evening,Normal
TR006165,DRV0396,Nissan,Leaf,Anuradhapura,Kurunegala,60,13,2025-10-12 19:18:26,44.95,49.54,0.707,0.359,0.219,81,rural,sunny,evening,Normal
TR006166,DRV0294,MG,ZS EV,Batticaloa,Jaffna,72,34,2025-01-22 19:18:26,39.45,61.35,0.452,0.96,0.448,99,coastal,sunny,night,Normal
TR006167,DRV0178,BYD,Atto 3,Trincomalee,Matara,106,69,2025-10-06 19:18:26,48.32,50.5,0.689,0.39,0.823,134,coastal,sunny,afternoon,Normal
TR006168,DRV0153,Tesla,Model 3,Trincomalee,Colombo,269,245,2024-12-23 19:18:26,47.06,48.2,1.147,0.077,0.445,341,rural,sunny,evening,Normal
TR006169,DRV0251,MG,ZS EV,Kandy,Anuradhapura,134,81,2025-02-22 19:18:26,52.75,53.16,0.813,0.938,0.746,159,highway,cloudy,evening,Normal
TR006170,DRV0046,Tesla,Model 3,Ratnapura,Jaffna,124,90,2025-06-28 19:18:26,33.59,39.98,1.195,0.688,0.455,234,highway,heavy_rain,afternoon,Normal
TR006171,DRV0250,MG,ZS EV,Kurunegala,Jaffna,187,63,2025-02-20 19:18:26,22.99,37.49,0.759,1.221,1.094,437,highway,monsoon,afternoon,Aggressive
TR006172,DRV0150,BYD,Atto 3,Jaffna,Galle,154,109,2025-07-03 19:18:26,31.38,45.66,1.284,0.622,0.673,237,highway,heavy_rain,evening,Normal
TR006173,DRV0175,Tesla,Model 3,Kandy,Trincomalee,171,191,2025-06-07 19:18:26,42.45,52.01,1.522,0.489,0.624,221,coastal,cloudy,evening,Aggressive
TR006174,DRV0306,Nissan,Leaf,Trincomalee,Colombo,240,144,2024-12-04 19:18:26,60.78,77.48,0.748,0.451,0.123,247,coastal,cloudy,morning,Normal
TR006175,DRV0271,BYD,Atto 3,Colombo,Matara,171,118,2025-01-27 19:18:26,57.64,84.51,1.125,0.565,0.461,184,highway,heavy_rain,night,Normal
TR006176,DRV0396,BYD,Atto 3,Kurunegala,Galle,157,131,2025-08-28 19:18:26,45.46,51.58,1.226,0.273,0.507,198,highway,heavy_rain,afternoon,Normal
TR006177,DRV0110,Tesla,Model 3,Kurunegala,Colombo,175,129,2025-08-28 19:18:26,58.54,73.44,1.011,0.905,0.232,190,coastal,sunny,evening,Normal
TR006178,DRV0303,Tesla,Model 3,Matara,Ratnapura,362,173,2025-03-11 19:18:26,43.71,44.88,0.779,0.537,0.242,558,highway,monsoon,afternoon,Normal
TR006179,DRV0153,BYD,Atto 3,Ratnapura,Batticaloa,54,96,2025-02-11 19:18:26,57.19,67.02,0.461,0.13,0.424,65,highway,heavy_rain,morning,Normal
TR006180,DRV0281,Tesla,Model 3,Ratnapura,Kurunegala,152,186,2025-04-17 19:18:26,40.6,57.01,0.868,1.18,0.459,275,city,light_rain,afternoon,Aggressive
TR006181,DRV0359,BYD,Atto 3,Trincomalee,Ratnapura,118,82,2025-03-22 19:18:26,59.08,70.92,0.054,0.425,0.253,131,highway,sunny,morning,Eco
TR006182,DRV0110,MG,ZS EV,Jaffna,Ratnapura,109,83,2025-02-15 19:18:26,51.66,69.81,0.909,0.546,0.508,128,city,heavy_rain,morning,Normal
TR006183,DRV0192,Tesla,Model 3,Ratnapura,Kurunegala,265,212,2025-05-16 19:18:26,63.76,72.44,1.866,1.31,1.267,242,coastal,heavy_rain,evening,Aggressive
TR006184,DRV0063,Tesla,Model 3,Matara,Kurunegala,56,11,2025-03-31 19:18:26,35.95,53.93,1.612,1.28,1.474,94,rural,cloudy,evening,Aggressive
TR006185,DRV0392,MG,ZS EV,Jaffna,Trincomalee,60,20,2024-12-17 19:18:26,46.86,54.7,0.569,0.331,0.408,76,coastal,cloudy,evening,Normal
TR006186,DRV0276,Tesla,Model 3,Batticaloa,Matara,192,152,2024-12-23 19:18:26,45.23,56.3,0.759,1.099,0.094,276,city,sunny,evening,Aggressive
TR006187,DRV0081,BYD,Atto 3,Galle,Kurunegala,122,70,2024-11-24 19:18:26,34.79,45.25,0.402,0.312,0.162,181,rural,cloudy,morning,Eco
TR006188,DRV0258,Tesla,Model 3,Kurunegala,Anuradhapura,85,17,2025-09-05 19:18:26,40.13,47.97,0.648,0.212,0.131,120,city,sunny,evening,Normal
TR006189,DRV0036,Tesla,Model 3,Matara,Batticaloa,231,52,2025-03-12 19:18:26,32.3,47.51,1.749,1.007,1.179,472,rural,monsoon,afternoon,Aggressive
TR006190,DRV0291,Tesla,Model 3,Anuradhapura,Kandy,177,125,2025-08-29 19:18:26,33.82,51.44,0.889,0.468,0.723,284,city,sunny,afternoon,Normal
TR006191,DRV0017,Tesla,Model 3,Jaffna,Matara,241,190,2025-07-29 19:18:26,44.83,47.98,0.32,0.199,0.028,330,coastal,heavy_rain,afternoon,Eco
TR006192,DRV0305,BYD,Atto 3,Jaffna,Batticaloa,40,43,2025-09-19 19:18:26,53.07,73.34,1.103,0.337,0.665,51,city,cloudy,afternoon,Normal
TR006193,DRV0036,Tesla,Model 3,Batticaloa,Kandy,283,324,2025-03-18 19:18:26,57.68,63.4,2.807,1.411,1.062,295,coastal,light_rain,evening,Aggressive
TR006194,DRV0234,BYD,Atto 3,Kandy,Trincomalee,158,146,2025-08-31 19:18:26,42.01,62.01,0.77,0.235,0.171,212,coastal,sunny,morning,Normal
TR006195,DRV0379,Nissan,Leaf,Trincomalee,Matara,191,140,2024-11-30 19:18:26,47.33,68.77,0.707,0.359,0.567,248,highway,sunny,evening,Normal
TR006196,DRV0298,Nissan,Leaf,Ratnapura,Colombo,460,485,2024-11-08 19:18:26,53.74,59.01,0.697,0.206,0.103,498,highway,cloudy,afternoon,Normal
TR006197,DRV0374,MG,ZS EV,Batticaloa,Colombo,191,288,2025-10-08 19:18:26,47.66,62.64,1.083,0.429,0.566,231,coastal,light_rain,morning,Normal
TR006198,DRV0131,Nissan,Leaf,Jaffna,Kurunegala,94,36,2025-05-05 19:18:26,56.82,62.89,0.799,0.51,0.332,109,coastal,monsoon,afternoon,Normal
TR006199,DRV0082,MG,ZS EV,Colombo,Kurunegala,163,105,2024-11-23 19:18:26,35.63,36.77,0.345,0.178,0.052,239,coastal,sunny,morning,Eco
TR006200,DRV0147,Tesla,Model 3,Jaffna,Kandy,243,275,2025-04-05 19:18:26,60.54,63.93,0.426,0.231,0.323,226,coastal,sunny,evening,Eco
TR006201,DRV0165,Tesla,Model 3,Matara,Trincomalee,120,103,2024-11-10 19:18:26,45.03,65.65,0.676,0.99,0.446,159,rural,light_rain,evening,Normal
TR006202,DRV0163,Tesla,Model 3,Ratnapura,Galle,303,356,2024-11-26 19:18:26,59.73,63.05,0.387,0.561,0.725,334,highway,sunny,evening,Normal
TR006203,DRV0346,BYD,Atto 3,Anuradhapura,Kandy,100,94,2025-03-02 19:18:26,42.93,54.44,0.75,0.187,0.594,135,city,monsoon,night,Normal
TR006204,DRV0295,Tesla,Model 3,Matara,Anuradhapura,145,84,2025-03-22 19:18:26,42.85,60.88,0.739,0.937,0.744,190,rural,monsoon,night,Normal
TR006205,DRV0002,MG,ZS EV,Anuradhapura,Galle,178,178,2025-02-22 19:18:26,46.02,53.69,0.057,0.33,0.261,260,coastal,heavy_rain,night,Eco
TR006206,DRV0308,Nissan,Leaf,Galle,Colombo,86,18,2025-02-09 19:18:26,51.04,66.65,2.183,0.954,2.408,96,rural,cloudy,night,Aggressive
TR006207,DRV0096,BYD,Atto 3,Kandy,Batticaloa,172,324,2024-11-13 19:18:26,61.15,68.18,0.479,0.257,0.318,160,highway,sunny,afternoon,Eco
TR006208,DRV0186,Nissan,Leaf,Kurunegala,Kandy,71,118,2025-09-24 19:18:26,36.2,38.02,1.07,0.56,0.527,110,city,sunny,morning,Normal
TR006209,DRV0164,MG,ZS EV,Colombo,Kandy,118,82,2025-08-13 19:18:26,45.39,56.6,0.294,0.14,0.201,153,coastal,heavy_rain,morning,Eco
TR006210,DRV0365,Nissan,Leaf,Trincomalee,Colombo,243,128,2025-01-03 19:18:26,54.84,63.66,1.561,0.362,0.557,258,highway,sunny,afternoon,Aggressive
TR006211,DRV0251,MG,ZS EV,Matara,Colombo,117,127,2025-08-17 19:18:26,54.95,68.94,1.238,0.756,0.646,127,city,sunny,afternoon,Normal
TR006212,DRV0176,Nissan,Leaf,Batticaloa,Jaffna,40,29,2024-12-23 19:18:26,28.09,43.11,2.348,0.417,1.085,71,highway,light_rain,afternoon,Aggressive
TR006213,DRV0237,MG,ZS EV,Batticaloa,Matara,182,109,2025-08-03 19:18:26,50.25,59.91,0.615,0.185,0.181,217,city,light_rain,afternoon,Normal
TR006214,DRV0146,Tesla,Model 3,Colombo,Trincomalee,275,93,2025-06-09 19:18:26,54.22,62.71,1.252,0.575,0.827,296,rural,sunny,night,Normal
TR006215,DRV0040,BYD,Atto 3,Jaffna,Ratnapura,98,99,2025-07-11 19:18:26,60.92,69.39,1.118,0.515,0.909,107,coastal,cloudy,morning,Aggressive
TR006216,DRV0131,Tesla,Model 3,Batticaloa,Anuradhapura,133,128,2024-12-25 19:18:26,58.33,67.64,0.954,0.498,0.564,142,coastal,sunny,night,Normal
TR006217,DRV0302,Nissan,Leaf,Kandy,Ratnapura,396,165,2024-12-05 19:18:26,47.0,64.68,0.942,0.413,0.39,503,highway,cloudy,evening,Normal
TR006218,DRV0113,BYD,Atto 3,Colombo,Ratnapura,533,283,2025-01-06 19:18:26,39.41,51.94,0.542,0.422,0.431,851,city,light_rain,morning,Normal
TR006219,DRV0209,Tesla,Model 3,Colombo,Batticaloa,395,251,2025-08-14 19:18:26,33.27,41.05,1.268,0.585,0.043,848,rural,cloudy,night,Normal
TR006220,DRV0284,MG,ZS EV,Kandy,Jaffna,234,264,2025-01-25 19:18:26,44.27,58.54,0.757,0.462,0.671,307,coastal,sunny,afternoon,Normal
TR006221,DRV0254,BYD,Atto 3,Galle,Matara,80,97,2025-08-02 19:18:26,50.65,59.38,0.833,0.035,0.407,90,highway,cloudy,afternoon,Normal
TR006222,DRV0334,Nissan,Leaf,Kandy,Kurunegala,85,90,2025-06-14 19:18:26,50.25,67.04,0.814,0.361,0.355,105,highway,light_rain,morning,Normal
TR006223,DRV0319,Nissan,Leaf,Trincomalee,Batticaloa,120,56,2025-09-11 19:18:26,39.96,48.32,0.365,0.285,0.245,209,coastal,cloudy,afternoon,Eco
TR006224,DRV0045,Tesla,Model 3,Ratnapura,Jaffna,100,86,2025-01-30 19:18:26,17.27,33.77,2.449,1.66,0.939,310,coastal,sunny,afternoon,Aggressive
TR006225,DRV0009,BYD,Atto 3,Galle,Matara,99,40,2025-06-14 19:18:26,24.27,29.54,0.397,0.278,0.155,205,coastal,light_rain,afternoon,Eco
TR006226,DRV0282,BYD,Atto 3,Galle,Colombo,68,23,2025-05-27 19:18:26,41.82,50.32,1.333,0.258,0.176,114,city,heavy_rain,evening,Normal
TR006227,DRV0131,Tesla,Model 3,Matara,Jaffna,116,153,2024-12-06 19:18:26,38.81,53.91,1.938,0.431,1.64,195,city,monsoon,afternoon,Aggressive
TR006228,DRV0336,Tesla,Model 3,Anuradhapura,Kandy,125,121,2025-03-21 19:18:26,45.91,53.26,1.161,0.471,0.616,172,rural,heavy_rain,morning,Normal
TR006229,DRV0124,BYD,Atto 3,Galle,Colombo,51,11,2025-04-09 19:18:26,57.33,70.76,1.006,0.438,0.247,53,rural,light_rain,morning,Normal
TR006230,DRV0257,Tesla,Model 3,Ratnapura,Batticaloa,68,67,2025-05-15 19:18:26,57.6,70.05,0.554,0.217,0.24,71,highway,light_rain,morning,Eco
TR006231,DRV0356,MG,ZS EV,Jaffna,Anuradhapura,71,22,2025-07-29 19:18:26,38.23,44.72,2.043,0.56,0.542,101,highway,monsoon,afternoon,Aggressive
TR006232,DRV0348,Tesla,Model 3,Colombo,Matara,141,132,2025-02-08 19:18:26,30.27,32.92,1.397,0.832,1.569,272,city,sunny,afternoon,Aggressive
TR006233,DRV0167,BYD,Atto 3,Anuradhapura,Galle,187,194,2025-07-05 19:18:26,32.44,45.26,0.837,0.874,0.537,347,rural,cloudy,night,Normal
TR006234,DRV0373,Nissan,Leaf,Trincomalee,Ratnapura,192,190,2024-11-06 19:18:26,41.18,58.33,0.298,0.196,0.31,285,coastal,cloudy,night,Eco
TR006235,DRV0377,Tesla,Model 3,Jaffna,Trincomalee,63,43,2025-04-28 19:18:26,42.9,51.69,0.42,0.186,0.298,96,city,sunny,evening,Eco
TR006236,DRV0306,BYD,Atto 3,Ratnapura,Matara,232,304,2024-11-09 19:18:26,32.92,40.85,0.264,0.415,0.17,431,rural,sunny,afternoon,Eco
TR006237,DRV0169,BYD,Atto 3,Ratnapura,Colombo,412,423,2025-04-29 19:18:26,49.0,57.03,0.904,0.64,0.58,508,highway,light_rain,morning,Normal
TR006238,DRV0023,Nissan,Leaf,Batticaloa,Galle,311,312,2024-12-31 19:18:26,54.43,66.52,0.805,0.182,0.044,362,city,sunny,afternoon,Normal
TR006239,DRV0149,BYD,Atto 3,Colombo,Trincomalee,279,234,2025-09-04 19:18:26,20.95,46.83,0.913,0.807,0.613,711,highway,monsoon,evening,Normal
TR006240,DRV0067,MG,ZS EV,Kurunegala,Batticaloa,213,77,2025-03-03 19:18:26,25.79,30.02,1.017,0.37,0.566,395,highway,sunny,evening,Normal
TR006241,DRV0389,Tesla,Model 3,Kurunegala,Anuradhapura,31,16,2024-11-03 19:18:26,64.59,78.75,0.023,0.24,0.141,28,highway,cloudy,morning,Eco
TR006242,DRV0194,BYD,Atto 3,Colombo,Matara,158,145,2024-11-23 19:18:26,35.85,37.41,0.509,0.253,0.05,259,highway,cloudy,morning,Eco
TR006243,DRV0135,BYD,Atto 3,Kurunegala,Anuradhapura,76,18,2025-10-10 19:18:26,61.78,76.36,0.841,0.202,0.645,86,rural,heavy_rain,evening,Normal
TR006244,DRV0281,Nissan,Leaf,Jaffna,Kandy,214,216,2025-04-14 19:18:26,45.71,56.57,0.303,0.635,0.824,281,highway,cloudy,afternoon,Normal
TR006245,DRV0183,MG,ZS EV,Colombo,Kurunegala,198,128,2025-08-21 19:18:26,63.72,77.81,1.407,0.544,0.98,199,highway,heavy_rain,morning,Aggressive
TR006246,DRV0123,MG,ZS EV,Kandy,Jaffna,250,205,2025-09-26 19:18:26,40.77,48.42,0.409,0.25,0.174,423,highway,cloudy,night,Eco
TR006247,DRV0226,Tesla,Model 3,Jaffna,Anuradhapura,83,67,2025-10-03 19:18:26,33.94,43.92,0.459,0.387,0.343,132,coastal,cloudy,night,Eco
TR006248,DRV0046,Nissan,Leaf,Ratnapura,Colombo,309,209,2025-10-05 19:18:26,48.39,59.89,0.969,0.597,0.1,379,rural,light_rain,afternoon,Normal
TR006249,DRV0136,Nissan,Leaf,Kandy,Ratnapura,291,386,2025-04-04 19:18:26,51.56,55.81,0.937,0.669,0.451,362,coastal,light_rain,afternoon,Normal
TR006250,DRV0224,MG,ZS EV,Jaffna,Anuradhapura,118,74,2025-01-17 19:18:26,65.98,77.79,1.265,0.756,0.513,110,highway,heavy_rain,evening,Normal
TR006251,DRV0011,MG,ZS EV,Trincomalee,Kurunegala,106,91,2025-08-14 19:18:26,41.38,60.47,2.272,1.93,1.548,192,coastal,cloudy,afternoon,Aggressive
TR006252,DRV0062,BYD,Atto 3,Matara,Kandy,66,73,2025-06-26 19:18:26,56.87,73.3,1.364,0.418,0.125,70,coastal,heavy_rain,afternoon,Normal
TR006253,DRV0198,MG,ZS EV,Jaffna,Ratnapura,98,85,2024-12-04 19:18:26,43.78,59.0,0.206,0.255,0.393,150,rural,cloudy,night,Eco
TR006254,DRV0331,Nissan,Leaf,Galle,Kandy,41,95,2025-07-31 19:18:26,51.22,56.17,1.135,0.706,0.517,50,highway,cloudy,night,Normal
TR006255,DRV0010,Tesla,Model 3,Kandy,Batticaloa,304,136,2025-07-17 19:18:26,35.91,45.62,0.947,0.348,0.559,569,city,light_rain,night,Normal
TR006256,DRV0115,BYD,Atto 3,Colombo,Galle,76,34,2025-05-02 19:18:26,54.95,72.05,0.518,0.645,0.344,79,coastal,cloudy,night,Normal
TR006257,DRV0010,Tesla,Model 3,Batticaloa,Matara,275,134,2025-06-08 19:18:26,47.07,47.12,0.038,0.206,0.052,327,coastal,heavy_rain,night,Eco
TR006258,DRV0304,BYD,Atto 3,Matara,Jaffna,255,166,2025-07-26 19:18:26,57.78,58.97,1.259,0.545,0.593,282,highway,monsoon,night,Normal
TR006259,DRV0011,BYD,Atto 3,Ratnapura,Matara,299,189,2025-07-12 19:18:26,44.14,55.8,0.944,0.578,0.214,409,highway,heavy_rain,evening,Normal
TR006260,DRV0275,Nissan,Leaf,Trincomalee,Batticaloa,87,47,2025-05-14 19:18:26,52.07,69.56,1.249,0.609,0.195,93,highway,light_rain,night,Normal
TR006261,DRV0259,Nissan,Leaf,Kurunegala,Galle,80,34,2025-04-11 19:18:26,31.79,36.85,1.311,0.692,0.526,152,city,sunny,evening,Normal
TR006262,DRV0223,MG,ZS EV,Kandy,Trincomalee,164,105,2025-10-08 19:18:26,44.45,56.92,0.897,0.52,0.48,236,coastal,cloudy,morning,Normal
TR006263,DRV0081,MG,ZS EV,Galle,Jaffna,254,177,2025-04-14 19:18:26,38.39,39.68,0.647,0.154,0.261,423,rural,heavy_rain,evening,Normal
TR006264,DRV0027,MG,ZS EV,Matara,Galle,103,77,2025-09-30 19:18:26,52.96,58.94,0.169,0.654,0.065,107,rural,cloudy,morning,Normal
TR006265,DRV0270,BYD,Atto 3,Ratnapura,Anuradhapura,129,171,2025-04-24 19:18:26,37.25,54.22,1.579,0.472,0.53,190,city,monsoon,evening,Aggressive
TR006266,DRV0239,MG,ZS EV,Anuradhapura,Matara,53,97,2025-05-18 19:18:26,39.6,43.3,0.682,0.359,0.827,94,rural,cloudy,evening,Normal
TR006267,DRV0129,Nissan,Leaf,Trincomalee,Anuradhapura,42,38,2025-04-25 19:18:26,57.48,83.6,2.138,1.186,1.265,43,highway,light_rain,evening,Aggressive
TR006268,DRV0224,Nissan,Leaf,Ratnapura,Galle,214,430,2025-07-30 19:18:26,46.46,54.06,0.731,0.627,0.234,272,city,cloudy,night,Normal
TR006269,DRV0124,MG,ZS EV,Colombo,Anuradhapura,310,153,2024-12-19 19:18:26,34.97,39.94,0.364,0.131,0.264,518,highway,cloudy,evening,Eco
TR006270,DRV0256,MG,ZS EV,Colombo,Kurunegala,193,121,2025-08-03 19:18:26,56.01,76.28,1.343,1.044,0.189,205,city,cloudy,morning,Aggressive
TR006271,DRV0242,Tesla,Model 3,Kandy,Trincomalee,202,208,2025-05-15 19:18:26,37.04,54.83,0.981,0.576,0.776,341,city,monsoon,night,Normal
TR006272,DRV0083,Nissan,Leaf,Ratnapura,Jaffna,147,146,2025-08-28 19:18:26,57.87,75.49,2.139,0.629,1.415,137,city,cloudy,morning,Aggressive
TR006273,DRV0209,Tesla,Model 3,Kandy,Jaffna,166,202,2024-11-21 19:18:26,37.63,41.72,0.369,0.231,0.242,295,city,heavy_rain,evening,Eco
TR006274,DRV0031,Nissan,Leaf,Ratnapura,Kurunegala,224,182,2024-10-24 19:18:26,52.7,69.15,1.05,0.832,0.423,250,highway,sunny,morning,Normal
TR006275,DRV0254,Tesla,Model 3,Kurunegala,Jaffna,113,64,2025-01-09 19:18:26,35.77,49.57,0.637,0.44,0.237,182,highway,cloudy,afternoon,Normal
TR006276,DRV0213,MG,ZS EV,Galle,Kurunegala,184,46,2024-11-30 19:18:26,44.72,65.78,1.207,1.037,0.444,228,city,cloudy,night,Aggressive
TR006277,DRV0276,MG,ZS EV,Batticaloa,Matara,165,80,2025-02-23 19:18:26,50.04,56.03,0.771,0.167,0.409,194,rural,sunny,evening,Normal
TR006278,DRV0291,Tesla,Model 3,Trincomalee,Kurunegala,135,61,2025-06-22 19:18:26,65.35,75.07,1.105,0.47,0.438,130,city,sunny,morning,Normal
TR006279,DRV0205,Tesla,Model 3,Jaffna,Kandy,307,261,2025-04-19 19:18:26,37.3,59.68,0.562,0.255,0.394,470,highway,sunny,night,Eco
TR006280,DRV0060,BYD,Atto 3,Trincomalee,Matara,140,119,2025-08-21 19:18:26,48.47,50.7,2.282,1.58,0.758,171,city,cloudy,afternoon,Aggressive
TR006281,DRV0308,MG,ZS EV,Jaffna,Galle,347,170,2025-08-24 19:18:26,50.6,62.58,0.587,0.883,0.647,420,coastal,sunny,afternoon,Normal
TR006282,DRV0235,MG,ZS EV,Ratnapura,Anuradhapura,219,90,2025-09-06 19:18:26,44.15,47.81,0.641,0.83,0.49,292,city,cloudy,night,Normal
TR006283,DRV0140,MG,ZS EV,Jaffna,Ratnapura,62,142,2024-12-08 19:18:26,39.01,53.61,1.304,1.741,0.815,101,coastal,light_rain,afternoon,Aggressive
TR006284,DRV0132,Tesla,Model 3,Trincomalee,Colombo,235,97,2025-09-10 19:18:26,53.03,60.68,0.981,0.754,0.186,280,city,cloudy,morning,Normal
TR006285,DRV0230,Tesla,Model 3,Ratnapura,Colombo,269,308,2025-08-25 19:18:26,41.14,50.5,1.221,0.371,0.411,413,coastal,heavy_rain,evening,Normal
TR006286,DRV0098,Tesla,Model 3,Galle,Colombo,77,34,2024-12-08 19:18:26,67.15,86.55,0.8,0.221,0.782,71,rural,sunny,night,Normal
TR006287,DRV0352,MG,ZS EV,Galle,Jaffna,170,157,2025-05-31 19:18:26,63.52,76.24,0.193,0.715,0.159,163,highway,heavy_rain,afternoon,Normal
TR006288,DRV0093,Nissan,Leaf,Matara,Trincomalee,92,92,2025-09-16 19:18:26,47.08,63.2,1.05,0.684,0.567,107,coastal,light_rain,evening,Normal
