trip_id,vehicle_model,distance_km,driving_style,road_type,weather,elevation_gain_m,avg_speed,energy_consumed_kWh,battery_capacity_kWh,battery_start_%,battery_end_%
TR031650,Model 3,70,Eco,city,cloudy,36,41.91,10.0,50,45.83,25.83
TR031651,Atto 3,102,Normal,highway,light_rain,44,60.43,16.991,50,71.28,37.3
TR031652,Atto 3,66,Aggressive,coastal,heavy_rain,18,27.04,16.302,40,56.92,16.16
TR031653,Leaf,49,Eco,city,cloudy,42,31.73,7.621,60,78.19,65.49
TR031654,Leaf,275,Aggressive,city,light_rain,217,36.76,62.476,40,57.02,0.0
TR031655,Atto 3,114,Aggressive,highway,cloudy,142,45.75,23.651,60,59.73,20.31
TR031656,ZS EV,252,Aggressive,city,sunny,61,42.16,59.663,50,85.54,0.0
TR031657,Model 3,111,Normal,coastal,cloudy,136,32.91,16.154,40,70.59,30.21
TR031658,Leaf,387,Normal,highway,heavy_rain,223,45.35,64.92,60,60.46,0.0
TR031659,Model 3,66,Aggressive,highway,light_rain,68,40.45,12.342,40,71.57,40.72
TR031660,Atto 3,115,Eco,city,heavy_rain,109,37.48,20.206,60,56.58,22.9
TR031661,Model 3,376,Normal,rural,cloudy,239,53.28,58.467,60,42.09,0.0
TR031662,Leaf,239,Normal,rural,cloudy,212,48.73,40.462,50,77.58,0.0
TR031663,Leaf,156,Eco,coastal,heavy_rain,102,66.77,23.779,50,80.98,33.42
TR031664,Leaf,296,Normal,highway,heavy_rain,276,32.97,48.416,75,80.76,16.21
TR031665,Atto 3,257,Normal,coastal,cloudy,105,50.73,43.915,60,55.67,0.0
TR031666,Leaf,92,Normal,city,cloudy,59,51.75,15.804,75,84.55,63.48
TR031667,Leaf,433,Aggressive,highway,cloudy,216,55.63,87.863,75,56.31,0.0
TR031668,Atto 3,170,Normal,rural,sunny,53,46.47,28.428,40,65.53,0.0
TR031669,ZS EV,174,Aggressive,coastal,cloudy,127,41.55,41.994,60,75.85,5.86
TR031670,Model 3,58,Eco,highway,sunny,99,53.52,7.364,75,88.29,78.47
TR031671,Atto 3,182,Normal,coastal,sunny,183,49.15,31.318,75,50.48,8.72
TR031672,Leaf,92,Normal,rural,sunny,20,42.52,14.73,40,66.89,30.07
TR031673,Atto 3,69,Normal,rural,cloudy,90,45.21,12.14,50,41.55,17.27
TR031674,Atto 3,61,Normal,city,cloudy,31,55.52,10.678,75,84.09,69.85
TR031675,Leaf,195,Aggressive,coastal,heavy_rain,129,31.34,42.875,75,80.22,23.05
TR031676,Model 3,62,Normal,highway,sunny,96,53.72,9.011,60,40.16,25.14
TR031677,Model 3,246,Normal,rural,sunny,212,42.53,37.198,50,87.64,13.24
TR031678,Leaf,116,Aggressive,highway,sunny,57,33.69,23.253,50,52.7,6.19
TR031679,Leaf,331,Normal,highway,cloudy,310,43.3,51.763,50,73.66,0.0
TR031680,Model 3,156,Aggressive,rural,heavy_rain,91,54.13,32.718,75,85.59,41.97
TR031681,Leaf,278,Normal,highway,sunny,362,31.96,42.937,40,84.71,0.0
TR031682,ZS EV,316,Normal,highway,sunny,244,52.42,54.711,75,74.05,1.1
TR031683,Atto 3,81,Aggressive,city,sunny,98,47.4,19.331,60,69.52,37.3
TR031684,ZS EV,121,Normal,city,cloudy,94,57.66,23.159,40,68.38,10.48
TR031685,Leaf,65,Eco,highway,sunny,14,45.09,8.746,60,44.85,30.27
TR031686,Atto 3,68,Normal,coastal,cloudy,93,54.36,11.804,40,65.91,36.4
TR031687,Model 3,118,Eco,coastal,sunny,96,43.11,16.722,40,78.94,37.14
TR031688,Model 3,160,Aggressive,highway,sunny,98,48.63,30.001,40,64.29,0.0
TR031689,Model 3,115,Normal,coastal,sunny,58,56.25,18.334,40,94.71,48.87
TR031690,Atto 3,274,Normal,city,heavy_rain,250,41.39,51.755,40,58.05,0.0
TR031691,Atto 3,179,Normal,rural,cloudy,82,50.75,30.304,40,81.49,5.73
TR031692,Model 3,349,Eco,city,cloudy,335,57.99,51.212,60,89.66,4.31
TR031693,Atto 3,225,Aggressive,rural,monsoon,80,42.75,56.535,60,42.22,0.0
TR031694,Model 3,62,Normal,city,heavy_rain,11,46.64,10.682,75,56.65,42.41
TR031695,ZS EV,82,Normal,rural,monsoon,118,39.52,16.636,60,40.37,12.64
TR031696,Leaf,360,Normal,city,sunny,149,46.09,62.864,50,45.78,0.0
TR031697,Atto 3,509,Normal,coastal,heavy_rain,473,48.43,95.375,40,57.52,0.0
TR031698,Model 3,105,Normal,rural,light_rain,42,49.9,16.389,40,65.99,25.02
TR031699,Model 3,194,Normal,coastal,monsoon,171,45.64,33.448,40,88.87,5.25
TR031700,Atto 3,53,Aggressive,rural,sunny,81,50.48,12.059,40,74.67,44.52
TR031701,Model 3,190,Normal,rural,monsoon,173,31.99,33.045,75,41.32,0.0
TR031702,Leaf,187,Normal,city,cloudy,231,43.59,31.98,50,79.67,15.71
TR031703,ZS EV,92,Aggressive,highway,sunny,130,40.74,20.077,60,43.52,10.06
TR031704,Leaf,374,Eco,city,heavy_rain,144,51.94,61.271,50,48.99,0.0
TR031705,Model 3,249,Aggressive,coastal,sunny,158,49.52,49.675,75,55.12,0.0
TR031706,Leaf,268,Aggressive,highway,cloudy,152,40.91,55.746,50,69.8,0.0
TR031707,Leaf,46,Normal,rural,cloudy,47,54.08,7.634,40,71.99,52.9
TR031708,Model 3,59,Eco,highway,heavy_rain,95,62.07,8.066,60,65.65,52.21
TR031709,ZS EV,67,Normal,coastal,sunny,26,54.96,12.025,50,64.83,40.78
TR031710,ZS EV,59,Aggressive,coastal,monsoon,14,57.94,16.671,60,88.66,60.88
TR031711,Model 3,164,Normal,rural,sunny,220,47.28,24.573,40,72.11,10.68
TR031712,Atto 3,190,Aggressive,coastal,monsoon,101,44.21,48.427,60,90.82,10.11
TR031713,Model 3,224,Normal,coastal,cloudy,134,43.64,33.239,50,84.53,18.05
TR031714,Model 3,104,Aggressive,city,cloudy,95,37.06,20.805,50,63.72,22.11
TR031715,Model 3,379,Normal,city,cloudy,324,42.0,61.732,75,74.23,0.0
TR031716,Model 3,75,Aggressive,coastal,sunny,16,35.47,14.666,75,48.09,28.54
TR031717,ZS EV,215,Aggressive,highway,sunny,102,55.68,48.096,40,74.81,0.0
TR031718,Leaf,44,Normal,city,sunny,49,33.88,7.512,60,90.65,78.13
TR031719,Atto 3,147,Aggressive,coastal,monsoon,236,32.87,35.33,75,98.94,51.83
TR031720,Model 3,441,Normal,coastal,cloudy,304,54.13,69.53,75,76.77,0.0
TR031721,Atto 3,63,Normal,rural,cloudy,88,43.0,10.949,50,85.75,63.85
TR031722,Atto 3,313,Normal,coastal,sunny,142,35.78,53.887,50,84.43,0.0
TR031723,Leaf,409,Normal,coastal,cloudy,335,43.9,66.552,40,86.39,0.0
TR031724,Leaf,38,Eco,coastal,heavy_rain,89,49.72,6.181,75,48.2,39.96
TR031725,Model 3,126,Eco,rural,sunny,78,33.38,17.308,60,59.03,30.18
TR031726,Model 3,57,Normal,highway,monsoon,86,51.9,9.145,50,40.36,22.07
TR031727,Model 3,84,Aggressive,city,cloudy,141,54.99,17.725,40,73.21,28.9
TR031728,Model 3,173,Normal,rural,light_rain,71,51.57,26.454,75,74.92,39.65
TR031729,Leaf,73,Normal,city,cloudy,60,38.76,12.367,75,61.78,45.29
TR031730,Leaf,210,Aggressive,city,cloudy,243,43.11,45.973,40,63.03,0.0
TR031731,ZS EV,56,Normal,coastal,cloudy,23,37.63,10.038,50,45.42,25.34
TR031732,Leaf,46,Normal,rural,sunny,74,42.53,7.276,60,78.64,66.51
TR031733,Atto 3,97,Normal,coastal,light_rain,97,33.13,16.83,40,73.04,30.96
TR031734,Atto 3,92,Normal,city,cloudy,34,39.29,16.479,60,88.37,60.91
TR031735,ZS EV,44,Normal,city,monsoon,26,38.06,9.327,60,84.06,68.52
TR031736,Atto 3,273,Normal,rural,cloudy,107,53.61,47.461,50,43.02,0.0
TR031737,Atto 3,338,Normal,rural,sunny,314,39.9,56.942,60,80.0,0.0
TR031738,ZS EV,175,Eco,highway,sunny,105,47.66,26.772,40,54.35,0.0
TR031739,ZS EV,131,Aggressive,city,sunny,104,42.39,32.394,50,51.15,0.0
TR031740,Model 3,89,Normal,highway,monsoon,32,44.76,13.902,75,46.71,28.17
TR031741,ZS EV,212,Eco,city,cloudy,57,47.79,36.628,50,78.91,5.65
TR031742,Atto 3,271,Normal,highway,light_rain,264,62.02,43.722,75,44.66,0.0
TR031743,Leaf,218,Normal,city,sunny,101,60.21,36.763,60,75.11,13.84
TR031744,Model 3,60,Eco,coastal,sunny,71,52.98,8.464,40,58.22,37.06
TR031745,Model 3,134,Normal,rural,light_rain,90,48.3,20.991,75,65.82,37.83
TR031746,ZS EV,86,Eco,coastal,heavy_rain,142,45.8,15.4,60,47.49,21.82
TR031747,Model 3,91,Eco,city,heavy_rain,133,45.38,14.347,50,70.33,41.64
TR031748,Atto 3,237,Aggressive,highway,heavy_rain,154,26.32,53.428,75,46.2,0.0
TR031749,Leaf,280,Eco,city,light_rain,296,30.58,44.88,40,93.45,0.0
TR031750,Atto 3,157,Aggressive,coastal,light_rain,236,36.1,38.054,60,60.27,0.0
TR031751,Atto 3,575,Aggressive,city,sunny,169,47.62,133.423,50,66.1,0.0
TR031752,Atto 3,70,Aggressive,city,cloudy,69,54.39,16.742,50,94.57,61.09
TR031753,Model 3,174,Normal,rural,light_rain,178,42.1,26.724,50,48.73,0.0
TR031754,Leaf,187,Normal,coastal,heavy_rain,105,45.5,32.632,50,57.47,0.0
TR031755,Model 3,148,Normal,rural,monsoon,141,50.7,25.6,40,74.72,10.72
TR031756,Leaf,129,Normal,city,light_rain,98,63.35,21.658,40,71.64,17.49
TR031757,Leaf,114,Aggressive,city,heavy_rain,56,47.47,27.048,75,40.59,4.53
TR031758,Leaf,113,Aggressive,city,cloudy,129,69.42,25.445,50,62.37,11.48
TR031759,ZS EV,74,Normal,highway,cloudy,47,38.5,13.18,75,50.01,32.44
TR031760,Leaf,196,Aggressive,coastal,heavy_rain,160,42.87,44.164,75,69.04,10.16
TR031761,Model 3,117,Normal,city,monsoon,45,54.14,20.196,50,55.57,15.18
TR031762,Model 3,152,Aggressive,rural,monsoon,127,37.84,33.01,75,82.01,38.0
TR031763,Atto 3,68,Normal,city,heavy_rain,43,62.39,13.095,60,74.07,52.24
TR031764,Atto 3,85,Aggressive,highway,light_rain,144,38.5,19.003,40,53.94,6.43
TR031765,Model 3,163,Normal,city,cloudy,36,50.83,26.329,50,65.34,12.68
TR031766,Model 3,120,Normal,city,heavy_rain,66,39.78,20.717,60,81.69,47.16
TR031767,Leaf,118,Normal,rural,monsoon,85,57.19,21.131,50,89.33,47.07
TR031768,Model 3,264,Normal,city,sunny,125,37.77,41.24,75,83.48,28.49
TR031769,Atto 3,219,Normal,city,sunny,129,36.1,39.936,50,67.58,0.0
TR031770,Leaf,99,Normal,coastal,cloudy,79,49.01,16.498,40,74.93,33.68
TR031771,Atto 3,94,Normal,coastal,sunny,134,44.81,16.297,50,51.52,18.93
TR031772,Atto 3,401,Normal,highway,sunny,206,49.02,62.251,40,79.76,0.0
TR031773,ZS EV,272,Normal,city,sunny,271,48.95,50.91,40,44.61,0.0
TR031774,Leaf,32,Normal,city,sunny,20,57.03,5.333,50,96.71,86.04
TR031775,Leaf,80,Aggressive,rural,cloudy,81,50.48,16.401,50,77.2,44.4
TR031776,Atto 3,260,Aggressive,rural,cloudy,248,41.12,57.861,40,74.27,0.0
TR031777,ZS EV,75,Normal,city,heavy_rain,37,48.73,14.943,50,81.97,52.08
TR031778,ZS EV,125,Normal,highway,sunny,145,50.29,22.497,60,77.39,39.9
TR031779,ZS EV,321,Normal,coastal,sunny,159,53.46,60.587,75,86.14,5.36
TR031780,Atto 3,87,Aggressive,city,sunny,82,52.8,20.624,50,99.16,57.91
TR031781,Atto 3,162,Normal,city,light_rain,46,36.0,31.04,60,99.32,47.59
TR031782,Model 3,137,Normal,coastal,heavy_rain,125,61.47,23.108,40,72.53,14.76
TR031783,Model 3,181,Normal,highway,sunny,50,60.78,25.44,40,95.08,31.48
TR031784,Model 3,204,Aggressive,rural,sunny,287,28.43,40.886,60,87.32,19.18
TR031785,Leaf,211,Normal,city,light_rain,147,61.12,37.583,40,61.47,0.0
TR031786,Atto 3,110,Normal,coastal,cloudy,139,51.13,19.459,60,50.63,18.2
TR031787,Leaf,219,Normal,city,sunny,203,61.13,38.352,75,59.55,8.41
TR031788,ZS EV,107,Normal,highway,light_rain,39,43.69,18.533,60,43.07,12.18
TR031789,Leaf,98,Normal,rural,sunny,101,25.43,16.115,50,71.89,39.66
TR031790,ZS EV,301,Normal,rural,sunny,264,35.54,53.422,50,43.11,0.0
TR031791,Model 3,94,Aggressive,rural,light_rain,29,49.81,18.687,75,71.81,46.89
TR031792,ZS EV,223,Aggressive,coastal,heavy_rain,175,60.17,59.948,60,56.99,0.0
TR031793,Atto 3,85,Eco,city,light_rain,78,50.91,14.741,75,55.33,35.68
TR031794,ZS EV,116,Normal,city,cloudy,85,62.03,22.304,40,69.08,13.32
TR031795,Leaf,123,Normal,rural,cloudy,105,64.49,19.934,75,76.11,49.53
TR031796,Model 3,157,Eco,rural,cloudy,33,47.62,21.358,40,44.88,0.0
TR031797,Leaf,146,Normal,highway,light_rain,166,32.17,22.413,50,57.87,13.04
TR031798,Model 3,115,Aggressive,rural,cloudy,73,50.27,23.059,75,77.93,47.18
TR031799,ZS EV,292,Aggressive,city,sunny,83,40.2,69.983,50,89.18,0.0
TR031800,Atto 3,387,Aggressive,rural,sunny,261,39.78,86.193,40,65.52,0.0
TR031801,Leaf,107,Normal,rural,sunny,61,51.21,17.366,75,50.42,27.27
TR031802,Atto 3,229,Normal,rural,cloudy,104,47.14,38.263,50,91.6,15.07
TR031803,Model 3,77,Normal,coastal,heavy_rain,69,47.63,12.509,40,95.22,63.95
TR031804,Atto 3,58,Aggressive,coastal,light_rain,37,54.93,13.389,75,81.14,63.29
TR031805,Leaf,219,Aggressive,coastal,sunny,142,43.3,46.218,50,97.14,4.7
TR031806,Leaf,246,Normal,coastal,monsoon,377,47.67,46.505,60,64.1,0.0
TR031807,Atto 3,100,Aggressive,coastal,light_rain,132,58.17,22.777,40,62.62,5.68
TR031808,Leaf,90,Normal,coastal,cloudy,163,58.3,15.594,60,59.16,33.17
TR031809,Leaf,229,Normal,rural,heavy_rain,151,27.62,39.449,75,84.07,31.47
TR031810,ZS EV,136,Normal,highway,cloudy,196,30.03,23.513,75,82.9,51.55
TR031811,Atto 3,148,Eco,coastal,cloudy,67,37.93,23.068,50,86.46,40.32
TR031812,Leaf,126,Normal,city,heavy_rain,109,41.32,22.188,60,57.37,20.39
TR031813,Leaf,113,Aggressive,coastal,sunny,139,14.07,24.521,40,69.1,7.8
TR031814,ZS EV,127,Aggressive,city,sunny,50,65.76,30.95,50,41.3,0.0
TR031815,Leaf,128,Normal,rural,light_rain,40,46.8,20.482,50,79.02,38.06
TR031816,Atto 3,61,Normal,coastal,light_rain,90,27.44,10.727,40,44.31,17.49
TR031817,Atto 3,76,Normal,highway,light_rain,135,55.53,12.533,50,87.55,62.48
TR031818,Leaf,254,Normal,coastal,sunny,281,48.5,42.703,40,48.26,0.0
TR031819,ZS EV,108,Normal,highway,monsoon,65,52.14,20.658,40,96.49,44.85
TR031820,Atto 3,200,Normal,city,cloudy,229,45.05,36.931,50,60.59,0.0
TR031821,Atto 3,354,Aggressive,coastal,sunny,211,36.83,79.538,40,77.56,0.0
TR031822,ZS EV,237,Eco,highway,heavy_rain,96,33.5,40.541,40,88.18,0.0
TR031823,ZS EV,164,Normal,highway,cloudy,56,57.73,28.204,50,47.82,0.0
TR031824,Atto 3,554,Normal,highway,heavy_rain,417,52.37,98.742,75,85.55,0.0
TR031825,Model 3,138,Normal,city,monsoon,100,56.65,24.555,40,98.26,36.87
TR031826,Leaf,184,Aggressive,rural,sunny,104,52.3,38.204,50,58.41,0.0
TR031827,Leaf,207,Eco,rural,cloudy,184,43.55,29.399,40,51.65,0.0
TR031828,Atto 3,113,Eco,highway,cloudy,38,34.85,16.847,40,69.0,26.88
TR031829,Leaf,217,Normal,coastal,heavy_rain,55,52.08,38.368,75,56.13,4.97
TR031830,Leaf,107,Aggressive,highway,cloudy,199,39.73,21.571,40,56.5,2.57
TR031831,ZS EV,46,Normal,highway,cloudy,20,41.27,8.034,50,53.04,36.97
TR031832,Leaf,61,Aggressive,highway,monsoon,48,52.1,13.836,60,54.86,31.8
TR031833,ZS EV,95,Aggressive,coastal,monsoon,103,45.6,25.241,75,69.31,35.66
TR031834,Model 3,120,Normal,coastal,sunny,85,27.65,18.562,60,69.95,39.01
TR031835,Model 3,244,Aggressive,rural,cloudy,374,32.16,47.278,60,83.69,4.89
TR031836,ZS EV,65,Aggressive,city,cloudy,34,38.63,15.964,60,91.35,64.74
TR031837,Atto 3,373,Normal,coastal,sunny,136,45.81,65.032,75,42.53,0.0
TR031838,Model 3,211,Eco,highway,heavy_rain,131,39.73,29.57,60,50.68,1.4
TR031839,Atto 3,49,Normal,rural,monsoon,47,65.14,9.144,75,68.86,56.67
TR031840,Atto 3,141,Normal,coastal,cloudy,187,34.56,23.983,75,69.7,37.72
TR031841,Leaf,292,Normal,rural,light_rain,400,52.62,48.644,60,80.07,0.0
TR031842,Leaf,90,Normal,city,cloudy,61,40.94,15.323,60,85.83,60.29
TR031843,Atto 3,118,Normal,rural,heavy_rain,259,43.15,22.163,75,52.53,22.98
TR031844,Model 3,67,Normal,city,sunny,80,49.81,10.419,60,41.15,23.78
TR031845,Leaf,313,Normal,rural,heavy_rain,164,41.78,53.296,40,64.84,0.0
TR031846,Atto 3,90,Normal,rural,heavy_rain,80,45.03,16.64,75,93.21,71.02
TR031847,Leaf,93,Normal,rural,heavy_rain,97,65.67,16.36,75,80.25,58.44
TR031848,Atto 3,78,Normal,highway,sunny,148,35.12,13.041,60,93.34,71.6
TR031849,ZS EV,55,Aggressive,rural,sunny,97,47.32,13.075,50,61.17,35.02
TR031850,Atto 3,333,Normal,rural,heavy_rain,220,49.74,60.8,75,77.0,0.0
TR031851,Atto 3,204,Aggressive,coastal,cloudy,81,49.4,46.551,50,82.99,0.0
TR031852,Leaf,46,Aggressive,city,sunny,58,40.96,9.975,40,54.98,30.04
TR031853,Leaf,140,Aggressive,coastal,sunny,189,62.51,29.937,50,46.6,0.0
TR031854,Model 3,72,Normal,highway,cloudy,27,39.17,10.936,75,93.91,79.33
TR031855,ZS EV,34,Eco,rural,heavy_rain,122,46.34,5.913,40,72.43,57.65
TR031856,Model 3,153,Aggressive,rural,monsoon,63,48.31,34.073,40,90.48,5.3
TR031857,Leaf,52,Eco,coastal,sunny,47,49.49,7.51,60,75.14,62.62
TR031858,Model 3,146,Aggressive,coastal,light_rain,30,62.3,29.688,75,73.29,33.71
TR031859,Leaf,81,Eco,highway,sunny,105,38.46,11.432,40,85.96,57.38
TR031860,Atto 3,86,Normal,coastal,cloudy,132,47.0,15.321,75,44.86,24.43
TR031861,Atto 3,292,Normal,city,sunny,130,51.34,53.627,75,88.42,16.92
TR031862,Atto 3,114,Eco,city,sunny,113,40.08,18.183,75,53.96,29.72
TR031863,Model 3,77,Eco,coastal,cloudy,77,38.61,10.846,75,70.74,56.28
TR031864,Model 3,110,Eco,highway,sunny,102,62.37,14.047,40,66.38,31.26
TR031865,ZS EV,279,Normal,highway,sunny,270,39.33,48.068,50,61.53,0.0
TR031866,Atto 3,64,Aggressive,coastal,sunny,36,53.45,13.832,40,57.98,23.4
TR031867,Model 3,66,Normal,rural,light_rain,66,50.94,10.344,75,75.08,61.29
TR031868,Atto 3,67,Normal,rural,light_rain,96,52.06,11.948,60,48.38,28.47
TR031869,Model 3,119,Aggressive,highway,heavy_rain,64,40.77,24.012,50,78.67,30.65
TR031870,ZS EV,94,Normal,highway,light_rain,44,38.3,16.206,60,97.9,70.89
TR031871,Model 3,156,Aggressive,highway,sunny,75,39.82,28.388,75,57.29,19.44
TR031872,Leaf,212,Normal,city,light_rain,109,47.27,35.929,50,72.91,1.05
TR031873,Leaf,35,Normal,coastal,monsoon,99,35.44,6.484,75,57.32,48.67
TR031874,Model 3,160,Eco,highway,sunny,222,36.63,20.805,60,93.01,58.34
TR031875,ZS EV,92,Eco,rural,monsoon,70,60.99,16.544,60,93.26,65.69
TR031876,ZS EV,191,Normal,city,heavy_rain,171,51.53,39.966,60,69.11,2.5
TR031877,Leaf,42,Eco,coastal,sunny,79,61.01,6.224,50,66.95,54.5
TR031878,Atto 3,369,Normal,rural,monsoon,177,51.9,72.397,75,50.15,0.0
TR031879,Atto 3,360,Aggressive,coastal,sunny,194,52.3,80.198,75,65.1,0.0
TR031880,Atto 3,118,Normal,highway,light_rain,52,50.09,18.83,40,82.31,35.24
TR031881,Atto 3,72,Aggressive,city,sunny,28,60.67,17.681,40,76.53,32.33
TR031882,Atto 3,113,Aggressive,highway,heavy_rain,85,54.87,26.185,75,47.69,12.78
TR031883,ZS EV,52,Normal,rural,sunny,78,47.88,10.01,50,66.4,46.38
TR031884,Atto 3,220,Normal,coastal,sunny,279,56.54,38.061,50,61.43,0.0
TR031885,ZS EV,110,Eco,highway,cloudy,86,21.0,17.252,75,51.22,28.22
TR031886,Leaf,54,Normal,highway,sunny,70,51.23,8.161,40,63.87,43.47
TR031887,Leaf,284,Aggressive,highway,cloudy,152,27.87,56.716,40,58.21,0.0
TR031888,Leaf,42,Eco,coastal,cloudy,42,35.04,6.337,50,91.52,78.85
TR031889,Leaf,178,Normal,city,cloudy,153,48.08,30.781,50,85.34,23.78
TR031890,Model 3,220,Normal,city,sunny,109,35.57,33.807,60,48.44,0.0
TR031891,Leaf,319,Aggressive,rural,cloudy,119,50.72,67.102,75,95.73,6.26
TR031892,Atto 3,165,Aggressive,rural,light_rain,48,39.32,35.897,50,81.23,9.44
TR031893,Atto 3,118,Normal,city,sunny,111,42.35,20.317,60,83.25,49.39
TR031894,Atto 3,138,Eco,city,sunny,147,54.82,22.822,60,77.73,39.69
TR031895,ZS EV,72,Eco,highway,sunny,47,41.15,11.058,75,41.97,27.23
TR031896,Model 3,125,Aggressive,coastal,light_rain,72,66.93,26.718,50,56.08,2.64
TR031897,Leaf,165,Normal,coastal,sunny,35,51.67,26.649,40,69.92,3.3
TR031898,ZS EV,165,Normal,highway,monsoon,219,73.69,32.181,50,96.91,32.55
TR031899,Model 3,182,Aggressive,city,cloudy,108,37.03,37.428,60,59.27,0.0
TR031900,Model 3,210,Normal,highway,sunny,290,42.81,30.202,40,66.83,0.0
TR031901,Atto 3,47,Normal,city,sunny,67,47.08,8.361,50,70.12,53.4
TR031902,Leaf,427,Aggressive,highway,sunny,170,32.45,86.753,60,77.21,0.0
TR031903,Leaf,93,Normal,coastal,cloudy,38,36.46,15.157,75,57.75,37.54
TR031904,Model 3,199,Normal,highway,sunny,245,58.15,29.485,50,95.95,36.98
TR031905,Leaf,323,Normal,coastal,cloudy,211,36.72,51.208,50,79.53,0.0
TR031906,Model 3,114,Eco,coastal,heavy_rain,22,46.74,17.236,60,93.86,65.13
TR031907,Leaf,167,Normal,rural,cloudy,142,34.17,26.988,75,55.73,19.75
TR031908,Leaf,169,Normal,highway,monsoon,50,40.19,29.655,75,64.54,25.0
TR031909,Model 3,70,Aggressive,highway,sunny,22,44.15,13.448,40,80.94,47.32
TR031910,Leaf,131,Aggressive,city,cloudy,62,43.49,28.378,50,96.09,39.33
TR031911,Model 3,173,Normal,coastal,cloudy,78,51.64,27.283,75,41.71,5.33
TR031912,Atto 3,368,Eco,city,sunny,280,47.95,59.961,50,61.56,0.0
TR031913,Leaf,129,Aggressive,coastal,sunny,159,56.67,26.741,50,51.04,0.0
TR031914,Leaf,173,Normal,city,sunny,173,49.46,28.827,75,68.03,29.59
TR031915,Model 3,405,Normal,highway,cloudy,216,45.79,58.4,50,49.34,0.0
TR031916,Model 3,413,Eco,rural,monsoon,223,38.36,61.127,60,57.92,0.0
TR031917,ZS EV,163,Normal,rural,heavy_rain,133,46.38,32.059,50,95.1,30.98
TR031918,ZS EV,190,Normal,highway,sunny,119,51.78,31.069,50,79.89,17.75
TR031919,Atto 3,171,Normal,coastal,cloudy,217,63.95,30.328,50,71.86,11.2
TR031920,Leaf,240,Aggressive,coastal,sunny,213,53.84,51.458,75,56.23,0.0
TR031921,Leaf,168,Normal,highway,sunny,126,79.51,26.034,75,49.29,14.58
TR031922,ZS EV,85,Normal,highway,cloudy,126,69.45,14.841,75,97.14,77.35
TR031923,Atto 3,340,Normal,coastal,sunny,253,55.57,59.389,75,97.22,18.03
TR031924,Atto 3,224,Normal,coastal,cloudy,200,47.93,38.817,40,51.83,0.0
TR031925,Leaf,117,Aggressive,city,sunny,103,14.44,25.615,40,80.49,16.45
TR031926,ZS EV,254,Normal,highway,cloudy,423,50.28,44.569,40,93.78,0.0
TR031927,Atto 3,207,Normal,coastal,sunny,238,36.17,34.586,60,79.11,21.47
TR031928,Atto 3,113,Normal,city,cloudy,71,51.84,20.513,75,60.68,33.33
TR031929,Model 3,185,Aggressive,highway,cloudy,156,29.1,35.281,40,76.36,0.0
TR031930,Model 3,80,Normal,city,light_rain,42,47.86,12.812,50,88.43,62.81
TR031931,Leaf,171,Normal,city,sunny,198,50.58,28.249,50,79.71,23.21
TR031932,Model 3,406,Normal,highway,sunny,104,41.81,56.059,50,97.94,0.0
TR031933,Model 3,212,Eco,highway,heavy_rain,123,36.42,29.936,40,47.18,0.0
TR031934,Leaf,70,Normal,highway,cloudy,49,37.43,11.017,60,40.15,21.79
TR031935,Leaf,49,Aggressive,highway,light_rain,18,49.67,10.015,60,71.78,55.09
TR031936,ZS EV,113,Normal,highway,sunny,53,47.15,19.619,50,71.97,32.73
TR031937,Model 3,77,Normal,highway,heavy_rain,43,57.91,11.881,40,40.52,10.82
TR031938,Atto 3,141,Normal,coastal,cloudy,199,68.46,25.469,50,75.72,24.78
TR031939,Leaf,55,Eco,highway,cloudy,40,56.65,7.889,75,48.44,37.92
TR031940,Model 3,245,Eco,city,cloudy,173,39.54,35.198,75,92.5,45.57
TR031941,Atto 3,78,Normal,coastal,heavy_rain,80,45.71,14.31,60,93.91,70.06
TR031942,Atto 3,295,Normal,highway,sunny,113,35.05,46.743,50,81.88,0.0
TR031943,Atto 3,53,Aggressive,highway,cloudy,27,47.63,11.363,50,59.67,36.94
TR031944,Leaf,65,Normal,highway,sunny,28,29.06,9.609,75,52.69,39.88
TR031945,Atto 3,64,Eco,rural,monsoon,96,48.8,10.982,50,54.25,32.29
TR031946,Atto 3,182,Aggressive,rural,cloudy,86,52.13,39.683,40,92.04,0.0
TR031947,Atto 3,69,Normal,highway,light_rain,22,52.95,11.731,40,84.99,55.66
TR031948,Atto 3,148,Aggressive,highway,sunny,165,40.71,32.389,50,87.11,22.33
TR031949,ZS EV,183,Normal,coastal,sunny,211,33.96,32.67,60,98.73,44.28
TR031950,Leaf,103,Normal,city,cloudy,144,54.46,17.971,60,59.45,29.5
TR031951,ZS EV,131,Normal,highway,heavy_rain,81,47.17,24.295,60,40.5,0.01
TR031952,Atto 3,139,Normal,city,sunny,206,52.37,24.816,50,86.21,36.58
TR031953,Model 3,499,Eco,highway,sunny,315,46.51,63.958,40,93.14,0.0
TR031954,Leaf,118,Eco,city,heavy_rain,160,45.01,19.472,40,61.84,13.16
TR031955,ZS EV,138,Normal,coastal,light_rain,144,33.45,26.344,75,68.13,33.0
TR031956,Atto 3,73,Eco,city,heavy_rain,31,31.58,12.471,60,77.15,56.36
TR031957,Model 3,181,Normal,city,sunny,106,56.59,29.389,60,54.28,5.3
TR031958,Model 3,200,Normal,city,light_rain,102,37.93,31.644,50,84.91,21.62
